"module" "Zsummaries" "comp" "comp_group" "noise" "module_size"
"4516" "skyblue" 7.52818 "a5" "a" 0.5 308
"4517" "skyblue" NA "a5" "a" 0.5 308
"4518" "skyblue" 7.021 "a5" "a" 0.5 308
"4519" "skyblue" 13.21323 "a5" "a" 0.5 308
"4520" "skyblue" 6.59506 "a5" "a" 0.5 308
"4521" "skyblue" 11.54972 "h1" "h" 0.5 308
"4522" "skyblue" 10.92255 "h1" "h" 0.5 308
"4523" "skyblue" 14.61886 "h1" "h" 0.5 308
"4524" "skyblue" 7.58653 "h1" "h" 0.5 308
"4525" "skyblue" NA "h1" "h" 0.5 308
"4526" "skyblue" 7.67938 "h1" "h" 0.5 308
"4527" "skyblue" 12.44436 "h1" "h" 0.5 308
"4528" "skyblue" 6.96097 "h1" "h" 0.5 308
"4529" "skyblue" 11.55891 "h2" "h" 0.5 308
"4530" "skyblue" 11.06038 "h2" "h" 0.5 308
"4531" "skyblue" 15.99557 "h2" "h" 0.5 308
"4532" "skyblue" 7.48015 "h2" "h" 0.5 308
"4533" "skyblue" NA "h2" "h" 0.5 308
"4534" "skyblue" 7.89314 "h2" "h" 0.5 308
"4535" "skyblue" 13.17033 "h2" "h" 0.5 308
"4536" "skyblue" 6.03759 "h2" "h" 0.5 308
"4537" "skyblue" 10.70812 "h3" "h" 0.5 308
"4538" "skyblue" 12.10067 "h3" "h" 0.5 308
"4539" "skyblue" 13.66118 "h3" "h" 0.5 308
"4540" "skyblue" 6.90329 "h3" "h" 0.5 308
"4541" "skyblue" NA "h3" "h" 0.5 308
"4542" "skyblue" 8.66828 "h3" "h" 0.5 308
"4543" "skyblue" 12.03086 "h3" "h" 0.5 308
"4544" "skyblue" 7.38244 "h3" "h" 0.5 308
"4545" "skyblue" 11.94389 "h4" "h" 0.5 308
"4546" "skyblue" 11.69898 "h4" "h" 0.5 308
"4547" "skyblue" 14.85737 "h4" "h" 0.5 308
"4548" "skyblue" 9.35216 "h4" "h" 0.5 308
"4549" "skyblue" NA "h4" "h" 0.5 308
"4550" "skyblue" 7.23797 "h4" "h" 0.5 308
"4551" "skyblue" 12.52427 "h4" "h" 0.5 308
"4552" "skyblue" 7.03808 "h4" "h" 0.5 308
"4553" "skyblue" 10.9945 "h5" "h" 0.5 308
"4554" "skyblue" 10.94426 "h5" "h" 0.5 308
"4555" "skyblue" 13.78881 "h5" "h" 0.5 308
"4556" "skyblue" 8.30988 "h5" "h" 0.5 308
"4557" "skyblue" NA "h5" "h" 0.5 308
"4558" "skyblue" 6.91306 "h5" "h" 0.5 308
"4559" "skyblue" 12.59921 "h5" "h" 0.5 308
"4560" "skyblue" 7.65596 "h5" "h" 0.5 308
"4561" "skyblue" 10.12145 "c1" "c" 1 308
"4562" "skyblue" 10.68448 "c1" "c" 1 308
"4563" "skyblue" 12.30503 "c1" "c" 1 308
"4564" "skyblue" 7.1494 "c1" "c" 1 308
"4565" "skyblue" NA "c1" "c" 1 308
"4566" "skyblue" 5.27278 "c1" "c" 1 308
"4567" "skyblue" 9.97579 "c1" "c" 1 308
"4568" "skyblue" 5.1824 "c1" "c" 1 308
"4569" "skyblue" 10.44467 "c2" "c" 1 308
"4570" "skyblue" 9.10678 "c2" "c" 1 308
"4571" "skyblue" 14.59304 "c2" "c" 1 308
"4572" "skyblue" 6.44363 "c2" "c" 1 308
"4573" "skyblue" NA "c2" "c" 1 308
"4574" "skyblue" 5.46283 "c2" "c" 1 308
"4575" "skyblue" 10.63769 "c2" "c" 1 308
"4576" "skyblue" 4.99781 "c2" "c" 1 308
"4577" "skyblue" 9.39306 "c3" "c" 1 308
"4578" "skyblue" 10.89483 "c3" "c" 1 308
"4579" "skyblue" 12.22831 "c3" "c" 1 308
"4580" "skyblue" 7.53297 "c3" "c" 1 308
"4581" "skyblue" NA "c3" "c" 1 308
"4582" "skyblue" 5.54061 "c3" "c" 1 308
"4583" "skyblue" 10.2523 "c3" "c" 1 308
"4584" "skyblue" 4.13691 "c3" "c" 1 308
"4585" "skyblue" 9.33709 "c4" "c" 1 308
"4586" "skyblue" 8.45795 "c4" "c" 1 308
"4587" "skyblue" 14.62028 "c4" "c" 1 308
"4588" "skyblue" 5.49804 "c4" "c" 1 308
"4589" "skyblue" NA "c4" "c" 1 308
"4590" "skyblue" 6.70019 "c4" "c" 1 308
"4591" "skyblue" 11.17896 "c4" "c" 1 308
"4592" "skyblue" 5.6285 "c4" "c" 1 308
"4593" "skyblue" 10.07262 "c5" "c" 1 308
"4594" "skyblue" 11.25119 "c5" "c" 1 308
"4595" "skyblue" 13.29893 "c5" "c" 1 308
"4596" "skyblue" 6.09064 "c5" "c" 1 308
"4597" "skyblue" NA "c5" "c" 1 308
"4598" "skyblue" 5.03019 "c5" "c" 1 308
"4599" "skyblue" 12.26119 "c5" "c" 1 308
"4600" "skyblue" 5.24951 "c5" "c" 1 308
"4601" "skyblue" 9.55288 "a1" "a" 1 308
"4602" "skyblue" 10.95491 "a1" "a" 1 308
"4603" "skyblue" 13.53657 "a1" "a" 1 308
"4604" "skyblue" 6.5163 "a1" "a" 1 308
"4605" "skyblue" NA "a1" "a" 1 308
"4606" "skyblue" 6.19151 "a1" "a" 1 308
"4607" "skyblue" 11.6997 "a1" "a" 1 308
"4608" "skyblue" 4.94397 "a1" "a" 1 308
"4609" "skyblue" 10.27108 "a2" "a" 1 308
"4610" "skyblue" 9.85483 "a2" "a" 1 308
"4611" "skyblue" 11.49586 "a2" "a" 1 308
"4612" "skyblue" 6.62439 "a2" "a" 1 308
"4613" "skyblue" NA "a2" "a" 1 308
"4614" "skyblue" 5.56474 "a2" "a" 1 308
"4615" "skyblue" 9.76198 "a2" "a" 1 308
"4616" "skyblue" 4.9305 "a2" "a" 1 308
"4617" "skyblue" 8.61642 "a3" "a" 1 308
"4618" "skyblue" 10.16206 "a3" "a" 1 308
"4619" "skyblue" 12.63025 "a3" "a" 1 308
"4620" "skyblue" 6.68288 "a3" "a" 1 308
"4621" "skyblue" NA "a3" "a" 1 308
"4622" "skyblue" 5.62111 "a3" "a" 1 308
"4623" "skyblue" 10.05919 "a3" "a" 1 308
"4624" "skyblue" 5.11202 "a3" "a" 1 308
"4625" "skyblue" 9.14453 "a4" "a" 1 308
"4626" "skyblue" 8.99667 "a4" "a" 1 308
"4627" "skyblue" 14.47744 "a4" "a" 1 308
"4628" "skyblue" 5.71041 "a4" "a" 1 308
"4629" "skyblue" NA "a4" "a" 1 308
"4630" "skyblue" 5.62151 "a4" "a" 1 308
"4631" "skyblue" 10.59981 "a4" "a" 1 308
"4632" "skyblue" 5.46622 "a4" "a" 1 308
"4633" "skyblue" 9.14893 "a5" "a" 1 308
"4634" "skyblue" 10.96607 "a5" "a" 1 308
"4635" "skyblue" 14.80573 "a5" "a" 1 308
"4636" "skyblue" 6.59971 "a5" "a" 1 308
"4637" "skyblue" NA "a5" "a" 1 308
"4638" "skyblue" 6.04537 "a5" "a" 1 308
"4639" "skyblue" 12.31862 "a5" "a" 1 308
"4640" "skyblue" 5.03206 "a5" "a" 1 308
"4641" "skyblue" 10.31058 "h1" "h" 1 308
"4642" "skyblue" 10.01189 "h1" "h" 1 308
"4643" "skyblue" 14.61792 "h1" "h" 1 308
"4644" "skyblue" 5.73997 "h1" "h" 1 308
"4645" "skyblue" NA "h1" "h" 1 308
"4646" "skyblue" 6.10581 "h1" "h" 1 308
"4647" "skyblue" 10.63687 "h1" "h" 1 308
"4648" "skyblue" 4.90917 "h1" "h" 1 308
"4649" "skyblue" 10.78026 "h2" "h" 1 308
"4650" "skyblue" 9.84983 "h2" "h" 1 308
"4651" "skyblue" 14.86546 "h2" "h" 1 308
"4652" "skyblue" 5.9349 "h2" "h" 1 308
"4653" "skyblue" NA "h2" "h" 1 308
"4654" "skyblue" 5.18484 "h2" "h" 1 308
"4655" "skyblue" 11.65717 "h2" "h" 1 308
"4656" "skyblue" 4.59811 "h2" "h" 1 308
"4657" "skyblue" 8.90761 "h3" "h" 1 308
"4658" "skyblue" 10.56405 "h3" "h" 1 308
"4659" "skyblue" 13.11461 "h3" "h" 1 308
"4660" "skyblue" 6.05002 "h3" "h" 1 308
"4661" "skyblue" NA "h3" "h" 1 308
"4662" "skyblue" 5.88728 "h3" "h" 1 308
"4663" "skyblue" 11.0065 "h3" "h" 1 308
"4664" "skyblue" 5.4068 "h3" "h" 1 308
"4665" "skyblue" 10.1585 "h4" "h" 1 308
"4666" "skyblue" 10.8852 "h4" "h" 1 308
"4667" "skyblue" 13.6664 "h4" "h" 1 308
"4668" "skyblue" 7.01074 "h4" "h" 1 308
"4669" "skyblue" NA "h4" "h" 1 308
"4670" "skyblue" 6.03142 "h4" "h" 1 308
"4671" "skyblue" 10.74093 "h4" "h" 1 308
"4672" "skyblue" 4.38559 "h4" "h" 1 308
"4673" "skyblue" 8.39125 "h5" "h" 1 308
"4674" "skyblue" 9.63526 "h5" "h" 1 308
"4675" "skyblue" 14.03252 "h5" "h" 1 308
"4676" "skyblue" 6.56496 "h5" "h" 1 308
"4677" "skyblue" NA "h5" "h" 1 308
"4678" "skyblue" 4.86228 "h5" "h" 1 308
"4679" "skyblue" 11.47177 "h5" "h" 1 308
"4680" "skyblue" 5.46556 "h5" "h" 1 308
"4681" "skyblue" 8.4574 "c1" "c" 2 308
"4682" "skyblue" 6.96932 "c1" "c" 2 308
"4683" "skyblue" 10.96586 "c1" "c" 2 308
"4684" "skyblue" 5.79572 "c1" "c" 2 308
"4685" "skyblue" NA "c1" "c" 2 308
"4686" "skyblue" 5.82636 "c1" "c" 2 308
"4687" "skyblue" 10.04565 "c1" "c" 2 308
"4688" "skyblue" 2.52221 "c1" "c" 2 308
"4689" "skyblue" 7.03738 "c2" "c" 2 308
"4690" "skyblue" 8.02648 "c2" "c" 2 308
"4691" "skyblue" 11.98452 "c2" "c" 2 308
"4692" "skyblue" 4.84893 "c2" "c" 2 308
"4693" "skyblue" NA "c2" "c" 2 308
"4694" "skyblue" 4.65641 "c2" "c" 2 308
"4695" "skyblue" 11.00045 "c2" "c" 2 308
"4696" "skyblue" 3.23277 "c2" "c" 2 308
"4697" "skyblue" 8.05159 "c3" "c" 2 308
"4698" "skyblue" 9.45233 "c3" "c" 2 308
"4699" "skyblue" 10.17636 "c3" "c" 2 308
"4700" "skyblue" 5.82668 "c3" "c" 2 308
"4701" "skyblue" NA "c3" "c" 2 308
"4702" "skyblue" 4.96259 "c3" "c" 2 308
"4703" "skyblue" 9.62017 "c3" "c" 2 308
"4704" "skyblue" 3.49978 "c3" "c" 2 308
"4705" "skyblue" 8.59518 "c4" "c" 2 308
"4706" "skyblue" 7.1354 "c4" "c" 2 308
"4707" "skyblue" 14.58266 "c4" "c" 2 308
"4708" "skyblue" 5.52994 "c4" "c" 2 308
"4709" "skyblue" NA "c4" "c" 2 308
"4710" "skyblue" 4.66525 "c4" "c" 2 308
"4711" "skyblue" 9.0278 "c4" "c" 2 308
"4712" "skyblue" 4.32321 "c4" "c" 2 308
"4713" "skyblue" 8.38773 "c5" "c" 2 308
"4714" "skyblue" 8.43359 "c5" "c" 2 308
"4715" "skyblue" 10.89726 "c5" "c" 2 308
"4716" "skyblue" 4.32638 "c5" "c" 2 308
"4717" "skyblue" NA "c5" "c" 2 308
"4718" "skyblue" 4.13659 "c5" "c" 2 308
"4719" "skyblue" 10.29577 "c5" "c" 2 308
"4720" "skyblue" 4.24001 "c5" "c" 2 308
"4721" "skyblue" 8.54218 "a1" "a" 2 308
"4722" "skyblue" 8.12469 "a1" "a" 2 308
"4723" "skyblue" 11.68143 "a1" "a" 2 308
"4724" "skyblue" 4.88807 "a1" "a" 2 308
"4725" "skyblue" NA "a1" "a" 2 308
"4726" "skyblue" 5.55112 "a1" "a" 2 308
"4727" "skyblue" 9.51791 "a1" "a" 2 308
"4728" "skyblue" 5.27719 "a1" "a" 2 308
"4729" "skyblue" 8.02579 "a2" "a" 2 308
"4730" "skyblue" 9.25008 "a2" "a" 2 308
"4731" "skyblue" 9.19758 "a2" "a" 2 308
"4732" "skyblue" 5.54767 "a2" "a" 2 308
"4733" "skyblue" NA "a2" "a" 2 308
"4734" "skyblue" 5.07679 "a2" "a" 2 308
"4735" "skyblue" 9.18793 "a2" "a" 2 308
"4736" "skyblue" 1.69145 "a2" "a" 2 308
"4737" "skyblue" 6.54527 "a3" "a" 2 308
"4738" "skyblue" 8.8213 "a3" "a" 2 308
"4739" "skyblue" 12.11985 "a3" "a" 2 308
"4740" "skyblue" 6.05393 "a3" "a" 2 308
"4741" "skyblue" NA "a3" "a" 2 308
"4742" "skyblue" 6.37698 "a3" "a" 2 308
"4743" "skyblue" 8.79245 "a3" "a" 2 308
"4744" "skyblue" 3.15799 "a3" "a" 2 308
"4745" "skyblue" 9.25299 "a4" "a" 2 308
"4746" "skyblue" 7.68055 "a4" "a" 2 308
"4747" "skyblue" 13.60464 "a4" "a" 2 308
"4748" "skyblue" 4.66785 "a4" "a" 2 308
"4749" "skyblue" NA "a4" "a" 2 308
"4750" "skyblue" 5.09333 "a4" "a" 2 308
"4751" "skyblue" 7.85544 "a4" "a" 2 308
"4752" "skyblue" 4.69596 "a4" "a" 2 308
"4753" "skyblue" 7.50009 "a5" "a" 2 308
"4754" "skyblue" 7.9834 "a5" "a" 2 308
"4755" "skyblue" 12.67556 "a5" "a" 2 308
"4756" "skyblue" 6.06468 "a5" "a" 2 308
"4757" "skyblue" NA "a5" "a" 2 308
"4758" "skyblue" 4.87326 "a5" "a" 2 308
"4759" "skyblue" 9.11393 "a5" "a" 2 308
"4760" "skyblue" 3.66986 "a5" "a" 2 308
"4761" "skyblue" 7.92314 "h1" "h" 2 308
"4762" "skyblue" 8.29211 "h1" "h" 2 308
"4763" "skyblue" 11.25303 "h1" "h" 2 308
"4764" "skyblue" 4.95034 "h1" "h" 2 308
"4765" "skyblue" NA "h1" "h" 2 308
"4766" "skyblue" 6.70321 "h1" "h" 2 308
"4767" "skyblue" 8.76512 "h1" "h" 2 308
"4768" "skyblue" 4.79473 "h1" "h" 2 308
"4769" "skyblue" 7.99361 "h2" "h" 2 308
"4770" "skyblue" 6.79572 "h2" "h" 2 308
"4771" "skyblue" 11.76895 "h2" "h" 2 308
"4772" "skyblue" 5.14886 "h2" "h" 2 308
"4773" "skyblue" NA "h2" "h" 2 308
"4774" "skyblue" 3.80097 "h2" "h" 2 308
"4775" "skyblue" 8.22587 "h2" "h" 2 308
"4776" "skyblue" 2.74178 "h2" "h" 2 308
"4777" "skyblue" 7.14513 "h3" "h" 2 308
"4778" "skyblue" 7.37306 "h3" "h" 2 308
"4779" "skyblue" 11.49152 "h3" "h" 2 308
"4780" "skyblue" 3.95133 "h3" "h" 2 308
"4781" "skyblue" NA "h3" "h" 2 308
"4782" "skyblue" 4.63726 "h3" "h" 2 308
"4783" "skyblue" 9.51265 "h3" "h" 2 308
"4784" "skyblue" 3.85961 "h3" "h" 2 308
"4785" "skyblue" 9.67142 "h4" "h" 2 308
"4786" "skyblue" 8.52351 "h4" "h" 2 308
"4787" "skyblue" 11.38941 "h4" "h" 2 308
"4788" "skyblue" 6.34693 "h4" "h" 2 308
"4789" "skyblue" NA "h4" "h" 2 308
"4790" "skyblue" 4.77339 "h4" "h" 2 308
"4791" "skyblue" 8.20676 "h4" "h" 2 308
"4792" "skyblue" 4.68517 "h4" "h" 2 308
"4793" "skyblue" 7.79071 "h5" "h" 2 308
"4794" "skyblue" 7.26987 "h5" "h" 2 308
"4795" "skyblue" 10.4177 "h5" "h" 2 308
"4796" "skyblue" 4.96058 "h5" "h" 2 308
"4797" "skyblue" NA "h5" "h" 2 308
"4798" "skyblue" 4.1022 "h5" "h" 2 308
"4799" "skyblue" 10.84756 "h5" "h" 2 308
"4800" "skyblue" 4.13163 "h5" "h" 2 308
"4801" "white" 10.70291 "c1" "c" 0.1 316
"4802" "white" 9.22839 "c1" "c" 0.1 316
"4803" "white" 14.44397 "c1" "c" 0.1 316
"4804" "white" 7.22882 "c1" "c" 0.1 316
"4805" "white" 18.72358 "c1" "c" 0.1 316
"4806" "white" 9.55963 "c1" "c" 0.1 316
"4807" "white" 9.37414 "c2" "c" 0.1 316
"4808" "white" 9.93427 "c2" "c" 0.1 316
"4809" "white" 15.01377 "c2" "c" 0.1 316
"4810" "white" 7.22721 "c2" "c" 0.1 316
"4811" "white" 14.81265 "c2" "c" 0.1 316
"4812" "white" 9.11003 "c2" "c" 0.1 316
"4813" "white" 9.64385 "c3" "c" 0.1 316
"4814" "white" 8.43493 "c3" "c" 0.1 316
"4815" "white" 13.04775 "c3" "c" 0.1 316
"4816" "white" 7.34353 "c3" "c" 0.1 316
"4817" "white" 19.00401 "c3" "c" 0.1 316
"4818" "white" 10.51876 "c3" "c" 0.1 316
"4819" "white" 8.89768 "c4" "c" 0.1 316
"4820" "white" 9.18248 "c4" "c" 0.1 316
"4821" "white" 13.65654 "c4" "c" 0.1 316
"4822" "white" 6.98373 "c4" "c" 0.1 316
"4823" "white" 18.99535 "c4" "c" 0.1 316
"4824" "white" 10.0953 "c4" "c" 0.1 316
"4825" "white" 10.4532 "c5" "c" 0.1 316
"4826" "white" 8.04501 "c5" "c" 0.1 316
"4827" "white" 14.00828 "c5" "c" 0.1 316
"4828" "white" 7.39702 "c5" "c" 0.1 316
"4829" "white" 14.6806 "c5" "c" 0.1 316
"4830" "white" 8.30399 "c5" "c" 0.1 316
"4831" "white" 10.04966 "a1" "a" 0.1 316
"4832" "white" 8.74485 "a1" "a" 0.1 316
"4833" "white" 16.29793 "a1" "a" 0.1 316
"4834" "white" 6.41943 "a1" "a" 0.1 316
"4835" "white" 18.43234 "a1" "a" 0.1 316
"4836" "white" 8.62519 "a1" "a" 0.1 316
"4837" "white" 11.08448 "a2" "a" 0.1 316
"4838" "white" 9.47992 "a2" "a" 0.1 316
"4839" "white" 14.11013 "a2" "a" 0.1 316
"4840" "white" 7.37531 "a2" "a" 0.1 316
"4841" "white" 16.25434 "a2" "a" 0.1 316
"4842" "white" 10.1123 "a2" "a" 0.1 316
"4843" "white" 9.65497 "a3" "a" 0.1 316
"4844" "white" 8.72676 "a3" "a" 0.1 316
"4845" "white" 13.57384 "a3" "a" 0.1 316
"4846" "white" 7.41991 "a3" "a" 0.1 316
"4847" "white" 18.37055 "a3" "a" 0.1 316
"4848" "white" 9.79561 "a3" "a" 0.1 316
"4849" "white" 9.0176 "a4" "a" 0.1 316
"4850" "white" 9.28013 "a4" "a" 0.1 316
"4851" "white" 15.3105 "a4" "a" 0.1 316
"4852" "white" 6.25419 "a4" "a" 0.1 316
"4853" "white" 18.41309 "a4" "a" 0.1 316
"4854" "white" 9.84824 "a4" "a" 0.1 316
"4855" "white" 10.54525 "a5" "a" 0.1 316
"4856" "white" 9.28898 "a5" "a" 0.1 316
"4857" "white" 14.11974 "a5" "a" 0.1 316
"4858" "white" 6.65839 "a5" "a" 0.1 316
"4859" "white" 17.55871 "a5" "a" 0.1 316
"4860" "white" 11.33764 "a5" "a" 0.1 316
"4861" "white" 10.55423 "h1" "h" 0.1 316
"4862" "white" 9.93843 "h1" "h" 0.1 316
"4863" "white" 14.69582 "h1" "h" 0.1 316
"4864" "white" 6.47843 "h1" "h" 0.1 316
"4865" "white" 16.75948 "h1" "h" 0.1 316
"4866" "white" 10.86934 "h1" "h" 0.1 316
"4867" "white" 9.11064 "h2" "h" 0.1 316
"4868" "white" 8.47543 "h2" "h" 0.1 316
"4869" "white" 14.98222 "h2" "h" 0.1 316
"4870" "white" 7.20087 "h2" "h" 0.1 316
"4871" "white" 16.74252 "h2" "h" 0.1 316
"4872" "white" 10.20815 "h2" "h" 0.1 316
"4873" "white" 9.58051 "h3" "h" 0.1 316
"4874" "white" 9.19379 "h3" "h" 0.1 316
"4875" "white" 16.94811 "h3" "h" 0.1 316
"4876" "white" 6.76001 "h3" "h" 0.1 316
"4877" "white" 18.23338 "h3" "h" 0.1 316
"4878" "white" 11.17611 "h3" "h" 0.1 316
"4879" "white" 10.86906 "h4" "h" 0.1 316
"4880" "white" 11.2621 "h4" "h" 0.1 316
"4881" "white" 14.90458 "h4" "h" 0.1 316
"4882" "white" 7.48834 "h4" "h" 0.1 316
"4883" "white" 18.11122 "h4" "h" 0.1 316
"4884" "white" 10.11929 "h4" "h" 0.1 316
"4885" "white" 9.62881 "h5" "h" 0.1 316
"4886" "white" 10.49054 "h5" "h" 0.1 316
"4887" "white" 15.01076 "h5" "h" 0.1 316
"4888" "white" 7.49554 "h5" "h" 0.1 316
"4889" "white" 15.10008 "h5" "h" 0.1 316
"4890" "white" 10.74113 "h5" "h" 0.1 316
"4891" "white" 10.75663 "c1" "c" 0.5 316
"4892" "white" 8.92959 "c1" "c" 0.5 316
"4893" "white" 14.22195 "c1" "c" 0.5 316
"4894" "white" 6.95888 "c1" "c" 0.5 316
"4895" "white" 18.01416 "c1" "c" 0.5 316
"4896" "white" 9.13164 "c1" "c" 0.5 316
"4897" "white" 9.24586 "c2" "c" 0.5 316
"4898" "white" 9.68438 "c2" "c" 0.5 316
"4899" "white" 15.07723 "c2" "c" 0.5 316
"4900" "white" 6.9726 "c2" "c" 0.5 316
"4901" "white" 14.54615 "c2" "c" 0.5 316
"4902" "white" 8.93275 "c2" "c" 0.5 316
"4903" "white" 9.6944 "c3" "c" 0.5 316
"4904" "white" 8.24564 "c3" "c" 0.5 316
"4905" "white" 12.73318 "c3" "c" 0.5 316
"4906" "white" 7.43465 "c3" "c" 0.5 316
"4907" "white" 18.36773 "c3" "c" 0.5 316
"4908" "white" 10.33908 "c3" "c" 0.5 316
"4909" "white" 8.93671 "c4" "c" 0.5 316
"4910" "white" 8.92106 "c4" "c" 0.5 316
"4911" "white" 13.63085 "c4" "c" 0.5 316
"4912" "white" 6.70806 "c4" "c" 0.5 316
"4913" "white" 19.33004 "c4" "c" 0.5 316
"4914" "white" 9.87195 "c4" "c" 0.5 316
"4915" "white" 10.70807 "c5" "c" 0.5 316
"4916" "white" 7.88412 "c5" "c" 0.5 316
"4917" "white" 13.96515 "c5" "c" 0.5 316
"4918" "white" 7.40046 "c5" "c" 0.5 316
"4919" "white" 14.61376 "c5" "c" 0.5 316
"4920" "white" 7.8217 "c5" "c" 0.5 316
"4921" "white" 9.76857 "a1" "a" 0.5 316
"4922" "white" 8.69723 "a1" "a" 0.5 316
"4923" "white" 16.23122 "a1" "a" 0.5 316
"4924" "white" 6.53621 "a1" "a" 0.5 316
"4925" "white" 18.20293 "a1" "a" 0.5 316
"4926" "white" 8.59735 "a1" "a" 0.5 316
"4927" "white" 10.60753 "a2" "a" 0.5 316
"4928" "white" 9.5109 "a2" "a" 0.5 316
"4929" "white" 14.0568 "a2" "a" 0.5 316
"4930" "white" 6.81304 "a2" "a" 0.5 316
"4931" "white" 16.07246 "a2" "a" 0.5 316
"4932" "white" 9.89723 "a2" "a" 0.5 316
"4933" "white" 9.4653 "a3" "a" 0.5 316
"4934" "white" 8.35019 "a3" "a" 0.5 316
"4935" "white" 13.5189 "a3" "a" 0.5 316
"4936" "white" 7.25261 "a3" "a" 0.5 316
"4937" "white" 18.34993 "a3" "a" 0.5 316
"4938" "white" 9.65404 "a3" "a" 0.5 316
"4939" "white" 8.57416 "a4" "a" 0.5 316
"4940" "white" 9.11862 "a4" "a" 0.5 316
"4941" "white" 15.25384 "a4" "a" 0.5 316
"4942" "white" 6.28728 "a4" "a" 0.5 316
"4943" "white" 17.96419 "a4" "a" 0.5 316
"4944" "white" 9.69471 "a4" "a" 0.5 316
"4945" "white" 10.25317 "a5" "a" 0.5 316
"4946" "white" 9.12496 "a5" "a" 0.5 316
"4947" "white" 13.78684 "a5" "a" 0.5 316
"4948" "white" 6.80398 "a5" "a" 0.5 316
"4949" "white" 17.30226 "a5" "a" 0.5 316
"4950" "white" 10.9663 "a5" "a" 0.5 316
"4951" "white" 10.6228 "h1" "h" 0.5 316
"4952" "white" 9.78152 "h1" "h" 0.5 316
"4953" "white" 14.66732 "h1" "h" 0.5 316
"4954" "white" 6.11736 "h1" "h" 0.5 316
"4955" "white" 16.28728 "h1" "h" 0.5 316
"4956" "white" 10.50949 "h1" "h" 0.5 316
"4957" "white" 8.94054 "h2" "h" 0.5 316
"4958" "white" 8.02658 "h2" "h" 0.5 316
"4959" "white" 15.06265 "h2" "h" 0.5 316
"4960" "white" 7.30837 "h2" "h" 0.5 316
"4961" "white" 16.63748 "h2" "h" 0.5 316
"4962" "white" 10.09976 "h2" "h" 0.5 316
"4963" "white" 9.60637 "h3" "h" 0.5 316
"4964" "white" 9.48716 "h3" "h" 0.5 316
"4965" "white" 16.96532 "h3" "h" 0.5 316
"4966" "white" 6.90711 "h3" "h" 0.5 316
"4967" "white" 17.89933 "h3" "h" 0.5 316
"4968" "white" 11.17873 "h3" "h" 0.5 316
"4969" "white" 10.77526 "h4" "h" 0.5 316
"4970" "white" 10.49878 "h4" "h" 0.5 316
"4971" "white" 15.02483 "h4" "h" 0.5 316
"4972" "white" 7.04013 "h4" "h" 0.5 316
"4973" "white" 17.40644 "h4" "h" 0.5 316
"4974" "white" 9.54887 "h4" "h" 0.5 316
"4975" "white" 9.48827 "h5" "h" 0.5 316
"4976" "white" 10.05079 "h5" "h" 0.5 316
"4977" "white" 14.97807 "h5" "h" 0.5 316
"4978" "white" 7.69912 "h5" "h" 0.5 316
"4979" "white" 14.85267 "h5" "h" 0.5 316
"4980" "white" 10.83296 "h5" "h" 0.5 316
"4981" "white" 8.71153 "c1" "c" 1 316
"4982" "white" 7.14667 "c1" "c" 1 316
"4983" "white" 12.76697 "c1" "c" 1 316
"4984" "white" 5.60468 "c1" "c" 1 316
"4985" "white" 15.35521 "c1" "c" 1 316
"4986" "white" 7.34805 "c1" "c" 1 316
"4987" "white" 8.26666 "c2" "c" 1 316
"4988" "white" 8.36126 "c2" "c" 1 316
"4989" "white" 13.86917 "c2" "c" 1 316
"4990" "white" 6.81956 "c2" "c" 1 316
"4991" "white" 11.81789 "c2" "c" 1 316
"4992" "white" 7.66232 "c2" "c" 1 316
"4993" "white" 7.8468 "c3" "c" 1 316
"4994" "white" 6.87552 "c3" "c" 1 316
"4995" "white" 11.89749 "c3" "c" 1 316
"4996" "white" 6.03512 "c3" "c" 1 316
"4997" "white" 15.71104 "c3" "c" 1 316
"4998" "white" 8.4541 "c3" "c" 1 316
"4999" "white" 8.45536 "c4" "c" 1 316
"5000" "white" 6.76413 "c4" "c" 1 316
"5001" "white" 12.83488 "c4" "c" 1 316
"5002" "white" 6.23531 "c4" "c" 1 316
"5003" "white" 15.29063 "c4" "c" 1 316
"5004" "white" 7.69596 "c4" "c" 1 316
"5005" "white" 8.28715 "c5" "c" 1 316
"5006" "white" 6.88495 "c5" "c" 1 316
"5007" "white" 14.04907 "c5" "c" 1 316
"5008" "white" 6.18659 "c5" "c" 1 316
"5009" "white" 13.16474 "c5" "c" 1 316
"5010" "white" 5.77457 "c5" "c" 1 316
"5011" "white" 8.20089 "a1" "a" 1 316
"5012" "white" 7.50625 "a1" "a" 1 316
"5013" "white" 14.95 "a1" "a" 1 316
"5014" "white" 5.43263 "a1" "a" 1 316
"5015" "white" 16.1531 "a1" "a" 1 316
"5016" "white" 7.01564 "a1" "a" 1 316
"5017" "white" 8.59143 "a2" "a" 1 316
"5018" "white" 7.51789 "a2" "a" 1 316
"5019" "white" 13.49583 "a2" "a" 1 316
"5020" "white" 6.08736 "a2" "a" 1 316
"5021" "white" 14.73253 "a2" "a" 1 316
"5022" "white" 8.21415 "a2" "a" 1 316
"5023" "white" 8.08801 "a3" "a" 1 316
"5024" "white" 6.37169 "a3" "a" 1 316
"5025" "white" 12.90715 "a3" "a" 1 316
"5026" "white" 6.36247 "a3" "a" 1 316
"5027" "white" 16.70835 "a3" "a" 1 316
