"module" "comp" "comp_group" "noise" "score" "conserved" "module_size"
"418" "sienna3" "h5" "h" 0.5 9.8612 FALSE 241
"419" "sienna3" "h5" "h" 1 8.7205 FALSE 241
"420" "sienna3" "h5" "h" 2 6.9169 FALSE 241
"421" "grey" "a1" "a" 0.1 15.4944 TRUE 249
"422" "grey" "a1" "a" 0.5 15.2731 TRUE 249
"423" "grey" "a1" "a" 1 9.0253 FALSE 249
"424" "grey" "a1" "a" 2 5.5823 FALSE 249
"425" "grey" "a2" "a" 0.1 12.8194 TRUE 249
"426" "grey" "a2" "a" 0.5 12.1985 TRUE 249
"427" "grey" "a2" "a" 1 9.549 FALSE 249
"428" "grey" "a2" "a" 2 5.7105 FALSE 249
"429" "grey" "a3" "a" 0.1 14.2828 TRUE 249
"430" "grey" "a3" "a" 0.5 13.0392 TRUE 249
"431" "grey" "a3" "a" 1 9.5149 FALSE 249
"432" "grey" "a3" "a" 2 7.6139 FALSE 249
"433" "grey" "a4" "a" 0.1 13.7326 TRUE 249
"434" "grey" "a4" "a" 0.5 14.0514 TRUE 249
"435" "grey" "a4" "a" 1 9.0701 FALSE 249
"436" "grey" "a4" "a" 2 7.5814 FALSE 249
"437" "grey" "a5" "a" 0.1 13.6991 TRUE 249
"438" "grey" "a5" "a" 0.5 12.562 TRUE 249
"439" "grey" "a5" "a" 1 8.8164 FALSE 249
"440" "grey" "a5" "a" 2 5.7321 FALSE 249
"441" "grey" "c1" "c" 0.1 14.3112 TRUE 249
"442" "grey" "c1" "c" 0.5 13.7633 TRUE 249
"443" "grey" "c1" "c" 1 9.4057 FALSE 249
"444" "grey" "c1" "c" 2 5.0636 FALSE 249
"445" "grey" "c2" "c" 0.1 15.4006 TRUE 249
"446" "grey" "c2" "c" 0.5 14.1106 TRUE 249
"447" "grey" "c2" "c" 1 8.9167 FALSE 249
"448" "grey" "c2" "c" 2 7.0191 FALSE 249
"449" "grey" "c3" "c" 0.1 13.6126 TRUE 249
"450" "grey" "c3" "c" 0.5 13.4573 TRUE 249
"451" "grey" "c3" "c" 1 10.903 TRUE 249
"452" "grey" "c3" "c" 2 8.01 FALSE 249
"453" "grey" "c4" "c" 0.1 14.3346 TRUE 249
"454" "grey" "c4" "c" 0.5 14.208 TRUE 249
"455" "grey" "c4" "c" 1 8.6251 FALSE 249
"456" "grey" "c4" "c" 2 0.6976 FALSE 249
"457" "grey" "c5" "c" 0.1 13.8906 TRUE 249
"458" "grey" "c5" "c" 0.5 13.2919 TRUE 249
"459" "grey" "c5" "c" 1 9.3099 FALSE 249
"460" "grey" "c5" "c" 2 3.9546 FALSE 249
"461" "grey" "h1" "h" 0.1 12.9998 TRUE 249
"462" "grey" "h1" "h" 0.5 12.3424 TRUE 249
"463" "grey" "h1" "h" 1 9.618 FALSE 249
"464" "grey" "h1" "h" 2 3.8811 FALSE 249
"465" "grey" "h2" "h" 0.1 14.0603 TRUE 249
"466" "grey" "h2" "h" 0.5 14.1551 TRUE 249
"467" "grey" "h2" "h" 1 10.737 TRUE 249
"468" "grey" "h2" "h" 2 6.8313 FALSE 249
"469" "grey" "h3" "h" 0.1 13.4664 TRUE 249
"470" "grey" "h3" "h" 0.5 13.3989 TRUE 249
"471" "grey" "h3" "h" 1 7.3218 FALSE 249
"472" "grey" "h3" "h" 2 5.6057 FALSE 249
"473" "grey" "h4" "h" 0.1 13.465 TRUE 249
"474" "grey" "h4" "h" 0.5 12.5372 TRUE 249
"475" "grey" "h4" "h" 1 8.135 FALSE 249
"476" "grey" "h4" "h" 2 5.8776 FALSE 249
"477" "grey" "h5" "h" 0.1 15.2816 TRUE 249
"478" "grey" "h5" "h" 0.5 14.5551 TRUE 249
"479" "grey" "h5" "h" 1 10.8414 TRUE 249
"480" "grey" "h5" "h" 2 8.3008 FALSE 249
"481" "darkmagenta" "a1" "a" 0.1 10.1357 TRUE 255
"482" "darkmagenta" "a1" "a" 0.5 9.8449 FALSE 255
"483" "darkmagenta" "a1" "a" 1 8.2454 FALSE 255
"484" "darkmagenta" "a1" "a" 2 6.8682 FALSE 255
"485" "darkmagenta" "a2" "a" 0.1 10.5132 TRUE 255
"486" "darkmagenta" "a2" "a" 0.5 10.2776 TRUE 255
"487" "darkmagenta" "a2" "a" 1 8.5428 FALSE 255
"488" "darkmagenta" "a2" "a" 2 7.3833 FALSE 255
"489" "darkmagenta" "a3" "a" 0.1 9.5739 FALSE 255
"490" "darkmagenta" "a3" "a" 0.5 9.2275 FALSE 255
"491" "darkmagenta" "a3" "a" 1 7.3451 FALSE 255
"492" "darkmagenta" "a3" "a" 2 6.6461 FALSE 255
"493" "darkmagenta" "a4" "a" 0.1 10.0825 TRUE 255
"494" "darkmagenta" "a4" "a" 0.5 9.8016 FALSE 255
"495" "darkmagenta" "a4" "a" 1 8.412 FALSE 255
"496" "darkmagenta" "a4" "a" 2 7.7017 FALSE 255
"497" "darkmagenta" "a5" "a" 0.1 9.488 FALSE 255
"498" "darkmagenta" "a5" "a" 0.5 9.252 FALSE 255
"499" "darkmagenta" "a5" "a" 1 7.881 FALSE 255
"500" "darkmagenta" "a5" "a" 2 7.4735 FALSE 255
"501" "darkmagenta" "c1" "c" 0.1 8.9191 FALSE 255
"502" "darkmagenta" "c1" "c" 0.5 8.8315 FALSE 255
"503" "darkmagenta" "c1" "c" 1 7.4463 FALSE 255
"504" "darkmagenta" "c1" "c" 2 6.9533 FALSE 255
"505" "darkmagenta" "c2" "c" 0.1 9.7094 FALSE 255
"506" "darkmagenta" "c2" "c" 0.5 9.4641 FALSE 255
"507" "darkmagenta" "c2" "c" 1 7.5368 FALSE 255
"508" "darkmagenta" "c2" "c" 2 7.5774 FALSE 255
"509" "darkmagenta" "c3" "c" 0.1 9.7971 FALSE 255
"510" "darkmagenta" "c3" "c" 0.5 9.4553 FALSE 255
"511" "darkmagenta" "c3" "c" 1 7.9641 FALSE 255
"512" "darkmagenta" "c3" "c" 2 6.6303 FALSE 255
"513" "darkmagenta" "c4" "c" 0.1 9.4141 FALSE 255
"514" "darkmagenta" "c4" "c" 0.5 9.0569 FALSE 255
"515" "darkmagenta" "c4" "c" 1 7.9424 FALSE 255
"516" "darkmagenta" "c4" "c" 2 6.9931 FALSE 255
"517" "darkmagenta" "c5" "c" 0.1 10.1132 TRUE 255
"518" "darkmagenta" "c5" "c" 0.5 9.9301 FALSE 255
"519" "darkmagenta" "c5" "c" 1 8.2203 FALSE 255
"520" "darkmagenta" "c5" "c" 2 7.6364 FALSE 255
"521" "darkmagenta" "h1" "h" 0.1 10.1635 TRUE 255
"522" "darkmagenta" "h1" "h" 0.5 10.0203 TRUE 255
"523" "darkmagenta" "h1" "h" 1 8.1422 FALSE 255
"524" "darkmagenta" "h1" "h" 2 6.9881 FALSE 255
"525" "darkmagenta" "h2" "h" 0.1 9.7235 FALSE 255
"526" "darkmagenta" "h2" "h" 0.5 9.4482 FALSE 255
"527" "darkmagenta" "h2" "h" 1 7.5209 FALSE 255
"528" "darkmagenta" "h2" "h" 2 6.7096 FALSE 255
"529" "darkmagenta" "h3" "h" 0.1 9.7284 FALSE 255
"530" "darkmagenta" "h3" "h" 0.5 9.478 FALSE 255
"531" "darkmagenta" "h3" "h" 1 8.7715 FALSE 255
"532" "darkmagenta" "h3" "h" 2 7.0416 FALSE 255
"533" "darkmagenta" "h4" "h" 0.1 9.3766 FALSE 255
"534" "darkmagenta" "h4" "h" 0.5 8.9427 FALSE 255
"535" "darkmagenta" "h4" "h" 1 7.1751 FALSE 255
"536" "darkmagenta" "h4" "h" 2 6.2967 FALSE 255
"537" "darkmagenta" "h5" "h" 0.1 10.0036 TRUE 255
"538" "darkmagenta" "h5" "h" 0.5 9.9884 FALSE 255
"539" "darkmagenta" "h5" "h" 1 8.0823 FALSE 255
"540" "darkmagenta" "h5" "h" 2 6.9573 FALSE 255
"541" "darkolivegreen" "a1" "a" 0.1 9.3886 FALSE 274
"542" "darkolivegreen" "a1" "a" 0.5 9.5574 FALSE 274
"543" "darkolivegreen" "a1" "a" 1 7.3604 FALSE 274
"544" "darkolivegreen" "a1" "a" 2 6.6882 FALSE 274
"545" "darkolivegreen" "a2" "a" 0.1 9.1798 FALSE 274
"546" "darkolivegreen" "a2" "a" 0.5 8.8092 FALSE 274
"547" "darkolivegreen" "a2" "a" 1 7.27 FALSE 274
"548" "darkolivegreen" "a2" "a" 2 6.6207 FALSE 274
"549" "darkolivegreen" "a3" "a" 0.1 9.1859 FALSE 274
"550" "darkolivegreen" "a3" "a" 0.5 9.1864 FALSE 274
"551" "darkolivegreen" "a3" "a" 1 8.269 FALSE 274
"552" "darkolivegreen" "a3" "a" 2 7.0175 FALSE 274
"553" "darkolivegreen" "a4" "a" 0.1 8.6565 FALSE 274
"554" "darkolivegreen" "a4" "a" 0.5 8.5632 FALSE 274
"555" "darkolivegreen" "a4" "a" 1 7.4143 FALSE 274
"556" "darkolivegreen" "a4" "a" 2 6.5059 FALSE 274
"557" "darkolivegreen" "a5" "a" 0.1 9.3546 FALSE 274
"558" "darkolivegreen" "a5" "a" 0.5 9.0157 FALSE 274
"559" "darkolivegreen" "a5" "a" 1 6.8267 FALSE 274
"560" "darkolivegreen" "a5" "a" 2 5.9459 FALSE 274
"561" "darkolivegreen" "c1" "c" 0.1 9.218 FALSE 274
"562" "darkolivegreen" "c1" "c" 0.5 8.6696 FALSE 274
"563" "darkolivegreen" "c1" "c" 1 7.2023 FALSE 274
"564" "darkolivegreen" "c1" "c" 2 6.2273 FALSE 274
"565" "darkolivegreen" "c2" "c" 0.1 8.7915 FALSE 274
"566" "darkolivegreen" "c2" "c" 0.5 8.6323 FALSE 274
"567" "darkolivegreen" "c2" "c" 1 7.1012 FALSE 274
"568" "darkolivegreen" "c2" "c" 2 6.692 FALSE 274
"569" "darkolivegreen" "c3" "c" 0.1 9.3693 FALSE 274
"570" "darkolivegreen" "c3" "c" 0.5 8.6599 FALSE 274
"571" "darkolivegreen" "c3" "c" 1 7.0446 FALSE 274
"572" "darkolivegreen" "c3" "c" 2 6.8921 FALSE 274
"573" "darkolivegreen" "c4" "c" 0.1 8.4301 FALSE 274
"574" "darkolivegreen" "c4" "c" 0.5 8.0635 FALSE 274
"575" "darkolivegreen" "c4" "c" 1 7.0478 FALSE 274
"576" "darkolivegreen" "c4" "c" 2 5.3746 FALSE 274
"577" "darkolivegreen" "c5" "c" 0.1 8.2287 FALSE 274
"578" "darkolivegreen" "c5" "c" 0.5 8.1811 FALSE 274
"579" "darkolivegreen" "c5" "c" 1 7.6455 FALSE 274
"580" "darkolivegreen" "c5" "c" 2 6.4007 FALSE 274
"581" "darkolivegreen" "h1" "h" 0.1 9.3795 FALSE 274
"582" "darkolivegreen" "h1" "h" 0.5 9.2054 FALSE 274
"583" "darkolivegreen" "h1" "h" 1 7.7891 FALSE 274
"584" "darkolivegreen" "h1" "h" 2 6.0947 FALSE 274
"585" "darkolivegreen" "h2" "h" 0.1 9.005 FALSE 274
"586" "darkolivegreen" "h2" "h" 0.5 9.0334 FALSE 274
"587" "darkolivegreen" "h2" "h" 1 7.7715 FALSE 274
"588" "darkolivegreen" "h2" "h" 2 5.9098 FALSE 274
"589" "darkolivegreen" "h3" "h" 0.1 9.5802 FALSE 274
"590" "darkolivegreen" "h3" "h" 0.5 9.6019 FALSE 274
"591" "darkolivegreen" "h3" "h" 1 7.8409 FALSE 274
"592" "darkolivegreen" "h3" "h" 2 7.0649 FALSE 274
"593" "darkolivegreen" "h4" "h" 0.1 8.4421 FALSE 274
"594" "darkolivegreen" "h4" "h" 0.5 8.5506 FALSE 274
"595" "darkolivegreen" "h4" "h" 1 6.5723 FALSE 274
"596" "darkolivegreen" "h4" "h" 2 6.7318 FALSE 274
"597" "darkolivegreen" "h5" "h" 0.1 9.3885 FALSE 274
"598" "darkolivegreen" "h5" "h" 0.5 9.1978 FALSE 274
"599" "darkolivegreen" "h5" "h" 1 7.9945 FALSE 274
"600" "darkolivegreen" "h5" "h" 2 5.8901 FALSE 274
"601" "violet" "a1" "a" 0.1 10.1643 TRUE 276
"602" "violet" "a1" "a" 0.5 9.9804 FALSE 276
"603" "violet" "a1" "a" 1 8.2896 FALSE 276
"604" "violet" "a1" "a" 2 7.0132 FALSE 276
"605" "violet" "a2" "a" 0.1 10.6298 TRUE 276
"606" "violet" "a2" "a" 0.5 10.1095 TRUE 276
"607" "violet" "a2" "a" 1 8.5595 FALSE 276
"608" "violet" "a2" "a" 2 6.6069 FALSE 276
"609" "violet" "a3" "a" 0.1 10.2777 TRUE 276
"610" "violet" "a3" "a" 0.5 10.0038 TRUE 276
"611" "violet" "a3" "a" 1 8.143 FALSE 276
"612" "violet" "a3" "a" 2 6.8484 FALSE 276
"613" "violet" "a4" "a" 0.1 10.6365 TRUE 276
"614" "violet" "a4" "a" 0.5 10.1506 TRUE 276
"615" "violet" "a4" "a" 1 8.4751 FALSE 276
"616" "violet" "a4" "a" 2 6.8024 FALSE 276
"617" "violet" "a5" "a" 0.1 10.1106 TRUE 276
"618" "violet" "a5" "a" 0.5 9.8361 FALSE 276
"619" "violet" "a5" "a" 1 7.3969 FALSE 276
"620" "violet" "a5" "a" 2 6.8325 FALSE 276
"621" "violet" "c1" "c" 0.1 11.1477 TRUE 276
"622" "violet" "c1" "c" 0.5 10.9135 TRUE 276
"623" "violet" "c1" "c" 1 8.7912 FALSE 276
"624" "violet" "c1" "c" 2 7.2933 FALSE 276
"625" "violet" "c2" "c" 0.1 11.0294 TRUE 276
"626" "violet" "c2" "c" 0.5 10.5042 TRUE 276
"627" "violet" "c2" "c" 1 8.4762 FALSE 276
"628" "violet" "c2" "c" 2 6.514 FALSE 276
"629" "violet" "c3" "c" 0.1 10.0083 TRUE 276
"630" "violet" "c3" "c" 0.5 9.6115 FALSE 276
"631" "violet" "c3" "c" 1 8.0652 FALSE 276
"632" "violet" "c3" "c" 2 7.0978 FALSE 276
"633" "violet" "c4" "c" 0.1 10.5355 TRUE 276
"634" "violet" "c4" "c" 0.5 10.1243 TRUE 276
"635" "violet" "c4" "c" 1 7.2909 FALSE 276
"636" "violet" "c4" "c" 2 6.4324 FALSE 276
"637" "violet" "c5" "c" 0.1 9.6653 FALSE 276
"638" "violet" "c5" "c" 0.5 9.1905 FALSE 276
"639" "violet" "c5" "c" 1 7.5319 FALSE 276
"640" "violet" "c5" "c" 2 5.9831 FALSE 276
"641" "violet" "h1" "h" 0.1 10.3101 TRUE 276
"642" "violet" "h1" "h" 0.5 10.078 TRUE 276
"643" "violet" "h1" "h" 1 7.5911 FALSE 276
"644" "violet" "h1" "h" 2 7.2247 FALSE 276
"645" "violet" "h2" "h" 0.1 9.2685 FALSE 276
"646" "violet" "h2" "h" 0.5 8.7161 FALSE 276
"647" "violet" "h2" "h" 1 7.1287 FALSE 276
"648" "violet" "h2" "h" 2 7.4279 FALSE 276
"649" "violet" "h3" "h" 0.1 10.4354 TRUE 276
"650" "violet" "h3" "h" 0.5 10.3902 TRUE 276
"651" "violet" "h3" "h" 1 7.9396 FALSE 276
"652" "violet" "h3" "h" 2 6.6529 FALSE 276
"653" "violet" "h4" "h" 0.1 9.5078 FALSE 276
"654" "violet" "h4" "h" 0.5 9.329 FALSE 276
"655" "violet" "h4" "h" 1 7.9781 FALSE 276
"656" "violet" "h4" "h" 2 6.5625 FALSE 276
"657" "violet" "h5" "h" 0.1 10.6521 TRUE 276
"658" "violet" "h5" "h" 0.5 10.2737 TRUE 276
"659" "violet" "h5" "h" 1 8.7627 FALSE 276
"660" "violet" "h5" "h" 2 7.818 FALSE 276
"661" "paleturquoise" "a1" "a" 0.1 13.4942 TRUE 281
"662" "paleturquoise" "a1" "a" 0.5 13.0472 TRUE 281
"663" "paleturquoise" "a1" "a" 1 10.8769 TRUE 281
"664" "paleturquoise" "a1" "a" 2 8.8499 FALSE 281
"665" "paleturquoise" "a2" "a" 0.1 14.4402 TRUE 281
"666" "paleturquoise" "a2" "a" 0.5 14.0321 TRUE 281
"667" "paleturquoise" "a2" "a" 1 12.1511 TRUE 281
"668" "paleturquoise" "a2" "a" 2 8.0435 FALSE 281
"669" "paleturquoise" "a3" "a" 0.1 12.8915 TRUE 281
"670" "paleturquoise" "a3" "a" 0.5 12.8899 TRUE 281
"671" "paleturquoise" "a3" "a" 1 12.2187 TRUE 281
"672" "paleturquoise" "a3" "a" 2 10.969 TRUE 281
"673" "paleturquoise" "a4" "a" 0.1 11.993 TRUE 281
"674" "paleturquoise" "a4" "a" 0.5 12.1471 TRUE 281
"675" "paleturquoise" "a4" "a" 1 10.981 TRUE 281
"676" "paleturquoise" "a4" "a" 2 9.0447 FALSE 281
"677" "paleturquoise" "a5" "a" 0.1 13.3819 TRUE 281
"678" "paleturquoise" "a5" "a" 0.5 13.2099 TRUE 281
"679" "paleturquoise" "a5" "a" 1 11.447 TRUE 281
"680" "paleturquoise" "a5" "a" 2 9.2276 FALSE 281
"681" "paleturquoise" "c1" "c" 0.1 13.8108 TRUE 281
"682" "paleturquoise" "c1" "c" 0.5 13.8087 TRUE 281
"683" "paleturquoise" "c1" "c" 1 11.8587 TRUE 281
"684" "paleturquoise" "c1" "c" 2 8.9248 FALSE 281
"685" "paleturquoise" "c2" "c" 0.1 11.3423 TRUE 281
"686" "paleturquoise" "c2" "c" 0.5 11.261 TRUE 281
"687" "paleturquoise" "c2" "c" 1 10.0269 TRUE 281
"688" "paleturquoise" "c2" "c" 2 8.0936 FALSE 281
"689" "paleturquoise" "c3" "c" 0.1 13.6215 TRUE 281
"690" "paleturquoise" "c3" "c" 0.5 13.1248 TRUE 281
"691" "paleturquoise" "c3" "c" 1 11.8856 TRUE 281
"692" "paleturquoise" "c3" "c" 2 9.954 FALSE 281
"693" "paleturquoise" "c4" "c" 0.1 12.9728 TRUE 281
"694" "paleturquoise" "c4" "c" 0.5 13.264 TRUE 281
"695" "paleturquoise" "c4" "c" 1 11.2961 TRUE 281
"696" "paleturquoise" "c4" "c" 2 9.9099 FALSE 281
"697" "paleturquoise" "c5" "c" 0.1 12.2395 TRUE 281
"698" "paleturquoise" "c5" "c" 0.5 12.4491 TRUE 281
"699" "paleturquoise" "c5" "c" 1 10.5411 TRUE 281
"700" "paleturquoise" "c5" "c" 2 9.835 FALSE 281
"701" "paleturquoise" "h1" "h" 0.1 12.9129 TRUE 281
"702" "paleturquoise" "h1" "h" 0.5 12.6959 TRUE 281
"703" "paleturquoise" "h1" "h" 1 9.0957 FALSE 281
"704" "paleturquoise" "h1" "h" 2 8.807 FALSE 281
"705" "paleturquoise" "h2" "h" 0.1 12.3612 TRUE 281
"706" "paleturquoise" "h2" "h" 0.5 12.2612 TRUE 281
"707" "paleturquoise" "h2" "h" 1 11.9723 TRUE 281
"708" "paleturquoise" "h2" "h" 2 9.4145 FALSE 281
"709" "paleturquoise" "h3" "h" 0.1 12.2877 TRUE 281
"710" "paleturquoise" "h3" "h" 0.5 12.1942 TRUE 281
"711" "paleturquoise" "h3" "h" 1 11.4677 TRUE 281
"712" "paleturquoise" "h3" "h" 2 9.7811 FALSE 281
"713" "paleturquoise" "h4" "h" 0.1 11.481 TRUE 281
"714" "paleturquoise" "h4" "h" 0.5 11.3588 TRUE 281
"715" "paleturquoise" "h4" "h" 1 10.8044 TRUE 281
"716" "paleturquoise" "h4" "h" 2 8.7993 FALSE 281
"717" "paleturquoise" "h5" "h" 0.1 12.8616 TRUE 281
"718" "paleturquoise" "h5" "h" 0.5 12.7707 TRUE 281
"719" "paleturquoise" "h5" "h" 1 10.4498 TRUE 281
"720" "paleturquoise" "h5" "h" 2 9.6482 FALSE 281
"721" "steelblue" "a1" "a" 0.1 10.9513 TRUE 288
"722" "steelblue" "a1" "a" 0.5 10.9477 TRUE 288
"723" "steelblue" "a1" "a" 1 9.6402 FALSE 288
"724" "steelblue" "a1" "a" 2 7.9506 FALSE 288
"725" "steelblue" "a2" "a" 0.1 11.6703 TRUE 288
"726" "steelblue" "a2" "a" 0.5 11.0342 TRUE 288
"727" "steelblue" "a2" "a" 1 9.8348 FALSE 288
"728" "steelblue" "a2" "a" 2 7.8945 FALSE 288
"729" "steelblue" "a3" "a" 0.1 11.1539 TRUE 288
"730" "steelblue" "a3" "a" 0.5 11.1259 TRUE 288
"731" "steelblue" "a3" "a" 1 9.9014 FALSE 288
"732" "steelblue" "a3" "a" 2 8.0645 FALSE 288
"733" "steelblue" "a4" "a" 0.1 12.1401 TRUE 288
"734" "steelblue" "a4" "a" 0.5 12.266 TRUE 288
"735" "steelblue" "a4" "a" 1 10.0157 TRUE 288
"736" "steelblue" "a4" "a" 2 8.9774 FALSE 288
"737" "steelblue" "a5" "a" 0.1 11.7846 TRUE 288
"738" "steelblue" "a5" "a" 0.5 11.604 TRUE 288
"739" "steelblue" "a5" "a" 1 10.0109 TRUE 288
"740" "steelblue" "a5" "a" 2 8.9834 FALSE 288
"741" "steelblue" "c1" "c" 0.1 11.5613 TRUE 288
"742" "steelblue" "c1" "c" 0.5 11.3003 TRUE 288
"743" "steelblue" "c1" "c" 1 9.7682 FALSE 288
"744" "steelblue" "c1" "c" 2 8.4114 FALSE 288
"745" "steelblue" "c2" "c" 0.1 11.1526 TRUE 288
"746" "steelblue" "c2" "c" 0.5 11.0577 TRUE 288
"747" "steelblue" "c2" "c" 1 10.2488 TRUE 288
"748" "steelblue" "c2" "c" 2 8.0331 FALSE 288
"749" "steelblue" "c3" "c" 0.1 11.5338 TRUE 288
"750" "steelblue" "c3" "c" 0.5 11.2605 TRUE 288
"751" "steelblue" "c3" "c" 1 9.5174 FALSE 288
"752" "steelblue" "c3" "c" 2 7.9167 FALSE 288
"753" "steelblue" "c4" "c" 0.1 11.5908 TRUE 288
"754" "steelblue" "c4" "c" 0.5 11.2951 TRUE 288
"755" "steelblue" "c4" "c" 1 10.1779 TRUE 288
"756" "steelblue" "c4" "c" 2 8.2393 FALSE 288
"757" "steelblue" "c5" "c" 0.1 11.6881 TRUE 288
"758" "steelblue" "c5" "c" 0.5 11.3429 TRUE 288
"759" "steelblue" "c5" "c" 1 9.5656 FALSE 288
"760" "steelblue" "c5" "c" 2 8.2929 FALSE 288
"761" "steelblue" "h1" "h" 0.1 11.368 TRUE 288
"762" "steelblue" "h1" "h" 0.5 11.2711 TRUE 288
"763" "steelblue" "h1" "h" 1 10.2695 TRUE 288
"764" "steelblue" "h1" "h" 2 8.5854 FALSE 288
"765" "steelblue" "h2" "h" 0.1 10.5758 TRUE 288
"766" "steelblue" "h2" "h" 0.5 10.6913 TRUE 288
"767" "steelblue" "h2" "h" 1 8.8019 FALSE 288
"768" "steelblue" "h2" "h" 2 7.6268 FALSE 288
"769" "steelblue" "h3" "h" 0.1 11.2835 TRUE 288
"770" "steelblue" "h3" "h" 0.5 11.1853 TRUE 288
"771" "steelblue" "h3" "h" 1 9.6338 FALSE 288
"772" "steelblue" "h3" "h" 2 8.4079 FALSE 288
"773" "steelblue" "h4" "h" 0.1 10.9839 TRUE 288
"774" "steelblue" "h4" "h" 0.5 10.8459 TRUE 288
"775" "steelblue" "h4" "h" 1 9.95 FALSE 288
"776" "steelblue" "h4" "h" 2 8.3992 FALSE 288
"777" "steelblue" "h5" "h" 0.1 11.7916 TRUE 288
"778" "steelblue" "h5" "h" 0.5 11.4237 TRUE 288
"779" "steelblue" "h5" "h" 1 10.5095 TRUE 288
"780" "steelblue" "h5" "h" 2 8.4912 FALSE 288
"781" "saddlebrown" "a1" "a" 0.1 NA NA 303
"782" "saddlebrown" "a1" "a" 0.5 NA NA 303
"783" "saddlebrown" "a1" "a" 1 NA NA 303
"784" "saddlebrown" "a1" "a" 2 NA NA 303
"785" "saddlebrown" "a2" "a" 0.1 NA NA 303
"786" "saddlebrown" "a2" "a" 0.5 NA NA 303
"787" "saddlebrown" "a2" "a" 1 NA NA 303
"788" "saddlebrown" "a2" "a" 2 NA NA 303
"789" "saddlebrown" "a3" "a" 0.1 NA NA 303
"790" "saddlebrown" "a3" "a" 0.5 NA NA 303
"791" "saddlebrown" "a3" "a" 1 NA NA 303
"792" "saddlebrown" "a3" "a" 2 NA NA 303
"793" "saddlebrown" "a4" "a" 0.1 NA NA 303
"794" "saddlebrown" "a4" "a" 0.5 NA NA 303
"795" "saddlebrown" "a4" "a" 1 NA NA 303
"796" "saddlebrown" "a4" "a" 2 NA NA 303
"797" "saddlebrown" "a5" "a" 0.1 NA NA 303
"798" "saddlebrown" "a5" "a" 0.5 NA NA 303
"799" "saddlebrown" "a5" "a" 1 NA NA 303
"800" "saddlebrown" "a5" "a" 2 NA NA 303
"801" "saddlebrown" "c1" "c" 0.1 NA NA 303
"802" "saddlebrown" "c1" "c" 0.5 NA NA 303
"803" "saddlebrown" "c1" "c" 1 NA NA 303
"804" "saddlebrown" "c1" "c" 2 NA NA 303
"805" "saddlebrown" "c2" "c" 0.1 NA NA 303
"806" "saddlebrown" "c2" "c" 0.5 NA NA 303
"807" "saddlebrown" "c2" "c" 1 NA NA 303
"808" "saddlebrown" "c2" "c" 2 NA NA 303
"809" "saddlebrown" "c3" "c" 0.1 NA NA 303
"810" "saddlebrown" "c3" "c" 0.5 NA NA 303
"811" "saddlebrown" "c3" "c" 1 NA NA 303
"812" "saddlebrown" "c3" "c" 2 NA NA 303
"813" "saddlebrown" "c4" "c" 0.1 NA NA 303
"814" "saddlebrown" "c4" "c" 0.5 NA NA 303
"815" "saddlebrown" "c4" "c" 1 NA NA 303
"816" "saddlebrown" "c4" "c" 2 NA NA 303
"817" "saddlebrown" "c5" "c" 0.1 NA NA 303
"818" "saddlebrown" "c5" "c" 0.5 NA NA 303
"819" "saddlebrown" "c5" "c" 1 NA NA 303
"820" "saddlebrown" "c5" "c" 2 NA NA 303
"821" "saddlebrown" "h1" "h" 0.1 NA NA 303
"822" "saddlebrown" "h1" "h" 0.5 NA NA 303
"823" "saddlebrown" "h1" "h" 1 NA NA 303
"824" "saddlebrown" "h1" "h" 2 NA NA 303
"825" "saddlebrown" "h2" "h" 0.1 NA NA 303
"826" "saddlebrown" "h2" "h" 0.5 NA NA 303
"827" "saddlebrown" "h2" "h" 1 NA NA 303
"828" "saddlebrown" "h2" "h" 2 NA NA 303
"829" "saddlebrown" "h3" "h" 0.1 NA NA 303
"830" "saddlebrown" "h3" "h" 0.5 NA NA 303
"831" "saddlebrown" "h3" "h" 1 NA NA 303
"832" "saddlebrown" "h3" "h" 2 NA NA 303
"833" "saddlebrown" "h4" "h" 0.1 NA NA 303
"834" "saddlebrown" "h4" "h" 0.5 NA NA 303
"835" "saddlebrown" "h4" "h" 1 NA NA 303
"836" "saddlebrown" "h4" "h" 2 NA NA 303
"837" "saddlebrown" "h5" "h" 0.1 NA NA 303
"838" "saddlebrown" "h5" "h" 0.5 NA NA 303
"839" "saddlebrown" "h5" "h" 1 NA NA 303
"840" "saddlebrown" "h5" "h" 2 NA NA 303
"841" "skyblue" "a1" "a" 0.1 NA NA 308
"842" "skyblue" "a1" "a" 0.5 NA NA 308
"843" "skyblue" "a1" "a" 1 NA NA 308
"844" "skyblue" "a1" "a" 2 NA NA 308
"845" "skyblue" "a2" "a" 0.1 NA NA 308
"846" "skyblue" "a2" "a" 0.5 NA NA 308
"847" "skyblue" "a2" "a" 1 NA NA 308
"848" "skyblue" "a2" "a" 2 NA NA 308
"849" "skyblue" "a3" "a" 0.1 NA NA 308
"850" "skyblue" "a3" "a" 0.5 NA NA 308
"851" "skyblue" "a3" "a" 1 NA NA 308
"852" "skyblue" "a3" "a" 2 NA NA 308
"853" "skyblue" "a4" "a" 0.1 NA NA 308
"854" "skyblue" "a4" "a" 0.5 NA NA 308
"855" "skyblue" "a4" "a" 1 NA NA 308
"856" "skyblue" "a4" "a" 2 NA NA 308
"857" "skyblue" "a5" "a" 0.1 NA NA 308
