"module" "Zsummaries" "comp" "module_size" "Case"
"524" "magenta" -0.46905 "n4p" 861 "D"
"525" "magenta" -0.74983 "4p" 861 "D"
"526" "magenta" 1.00884 "n4p" 861 "D"
"527" "magenta" 2.15507 "4p" 861 "D"
"528" "magenta" 0.98606 "n4p" 861 "D"
"529" "magenta" 0.54153 "4p" 861 "D"
"530" "magenta" 1.71478 "n4p" 861 "D"
"531" "magenta" 3.75018 "4p" 861 "D"
"532" "magenta" 3.36478 "n4p" 861 "D"
"533" "magenta" 0.98526 "4p" 861 "D"
"534" "magenta" 3.54999 "n4p" 861 "D"
"535" "magenta" 0.21122 "4p" 861 "D"
"536" "magenta" 3.04188 "n4p" 861 "D"
"537" "magenta" 1.12333 "4p" 861 "D"
"538" "magenta" 3.0041 "n4p" 861 "D"
"539" "magenta" 3.40391 "4p" 861 "D"
"540" "magenta" 0.30425 "n4p" 861 "D"
"541" "pink" 3.27573 "4p" 925 "D"
"542" "pink" 0.46125 "n4p" 925 "D"
"543" "pink" 5.09689 "4p" 925 "D"
"544" "pink" 2.8113 "n4p" 925 "D"
"545" "pink" 6.57205 "4p" 925 "D"
"546" "pink" 1.11989 "n4p" 925 "D"
"547" "pink" 3.63626 "4p" 925 "D"
"548" "pink" -0.81748 "n4p" 925 "D"
"549" "pink" 0.21584 "4p" 925 "D"
"550" "pink" 0.16603 "n4p" 925 "D"
"551" "pink" 1.088 "4p" 925 "D"
"552" "pink" 0.93073 "n4p" 925 "D"
"553" "pink" -0.02068 "4p" 925 "D"
"554" "pink" 2.28002 "n4p" 925 "D"
"555" "pink" 0.33537 "4p" 925 "D"
"556" "pink" 3.65476 "n4p" 925 "D"
"557" "pink" 1.64012 "4p" 925 "D"
"558" "pink" 1.58987 "n4p" 925 "D"
"559" "pink" 2.5748 "4p" 925 "D"
"560" "pink" 1.02636 "n4p" 925 "D"
"561" "pink" 0.5581 "4p" 925 "D"
"562" "pink" 0.29026 "n4p" 925 "D"
"563" "pink" 4.65724 "4p" 925 "D"
"564" "pink" 1.16446 "n4p" 925 "D"
"565" "pink" 1.79455 "4p" 925 "D"
"566" "pink" 1.09995 "n4p" 925 "D"
"567" "pink" 4.46149 "4p" 925 "D"
"568" "pink" 0.91384 "n4p" 925 "D"
"569" "pink" 2.54112 "4p" 925 "D"
"570" "pink" 1.49253 "n4p" 925 "D"
"571" "pink" -0.46634 "4p" 925 "D"
"572" "pink" -0.11749 "n4p" 925 "D"
"573" "pink" -0.35158 "4p" 925 "D"
"574" "pink" 0.29626 "n4p" 925 "D"
"575" "pink" 0.25455 "4p" 925 "D"
"576" "pink" 1.13473 "n4p" 925 "D"
"577" "pink" 0.14459 "4p" 925 "D"
"578" "pink" 0.97211 "n4p" 925 "D"
"579" "pink" 2.31978 "4p" 925 "D"
"580" "pink" 1.70693 "n4p" 925 "D"
"581" "black" 0.64881 "4p" 971 "D"
"582" "black" 2.13837 "n4p" 971 "D"
"583" "black" -0.87976 "4p" 971 "D"
"584" "black" 0.59897 "n4p" 971 "D"
"585" "black" 3.66531 "4p" 971 "D"
"586" "black" 0.49286 "n4p" 971 "D"
"587" "black" -0.19819 "4p" 971 "D"
"588" "black" 0.11083 "n4p" 971 "D"
"589" "black" 2.3073 "4p" 971 "D"
"590" "black" 0.64347 "n4p" 971 "D"
"591" "black" 2.20374 "4p" 971 "D"
"592" "black" 0.07059 "n4p" 971 "D"
"593" "black" 1.34991 "4p" 971 "D"
"594" "black" 0.53358 "n4p" 971 "D"
"595" "black" 0.57958 "4p" 971 "D"
"596" "black" 1.39644 "n4p" 971 "D"
"597" "black" 1.36403 "4p" 971 "D"
"598" "black" 0.74157 "n4p" 971 "D"
"599" "black" 6.88964 "4p" 971 "D"
"600" "black" 0.24828 "n4p" 971 "D"
"601" "black" 1.21738 "4p" 971 "D"
"602" "black" -0.76219 "n4p" 971 "D"
"603" "black" -0.43758 "4p" 971 "D"
"604" "black" 0.05996 "n4p" 971 "D"
"605" "black" 0.9644 "4p" 971 "D"
"606" "black" 1.08674 "n4p" 971 "D"
"607" "black" 0.56529 "4p" 971 "D"
"608" "black" -1.25245 "n4p" 971 "D"
"609" "black" 0.47512 "4p" 971 "D"
"610" "black" -0.86431 "n4p" 971 "D"
"611" "black" 2.49847 "4p" 971 "D"
"612" "black" 0.55251 "n4p" 971 "D"
"613" "black" 0.75575 "4p" 971 "D"
"614" "black" 4.01969 "n4p" 971 "D"
"615" "black" 0.2361 "4p" 971 "D"
"616" "black" 0.71741 "n4p" 971 "D"
"617" "black" -0.08997 "4p" 971 "D"
"618" "black" 0.69008 "n4p" 971 "D"
"619" "black" 0.3964 "4p" 971 "D"
"620" "black" 3.12398 "n4p" 971 "D"
"621" "red" 1.84375 "4p" 990 "C"
"622" "red" 3.14336 "n4p" 990 "C"
"623" "red" 0.56795 "4p" 990 "C"
"624" "red" 3.44964 "n4p" 990 "C"
"625" "red" 0.42514 "4p" 990 "C"
"626" "red" 0.30148 "n4p" 990 "C"
"627" "red" 1.97154 "4p" 990 "C"
"628" "red" -0.26867 "n4p" 990 "C"
"629" "red" 2.00201 "4p" 990 "C"
"630" "red" 2.45641 "n4p" 990 "C"
"631" "red" 1.42923 "4p" 990 "C"
"632" "red" 1.89891 "n4p" 990 "C"
"633" "red" 0.64687 "4p" 990 "C"
"634" "red" 2.95815 "n4p" 990 "C"
"635" "red" 0.54307 "4p" 990 "C"
"636" "red" 3.55308 "n4p" 990 "C"
"637" "red" -0.03846 "4p" 990 "C"
"638" "red" 0.73535 "n4p" 990 "C"
"639" "red" 2.05245 "4p" 990 "C"
"640" "red" 1.15885 "n4p" 990 "C"
"641" "red" 2.72083 "4p" 990 "C"
"642" "red" 8.1337 "n4p" 990 "C"
"643" "red" 4.20306 "4p" 990 "C"
"644" "red" -0.27854 "n4p" 990 "C"
"645" "green" 20.21032 "4p" 1446 "A"
"646" "green" -1.21606 "n4p" 1446 "A"
"647" "green" 25.16966 "4p" 1446 "A"
"648" "green" 19.212 "n4p" 1446 "A"
"649" "green" -2.04553 "4p" 1446 "A"
"650" "green" 35.97377 "n4p" 1446 "A"
"651" "yellow" 8.38458 "4p" 1451 "A"
"652" "yellow" 15.83959 "n4p" 1451 "A"
"653" "yellow" 13.62063 "4p" 1451 "A"
"654" "yellow" 7.35325 "n4p" 1451 "A"
"655" "yellow" 3.94489 "4p" 1451 "A"
"656" "yellow" 3.3056 "n4p" 1451 "A"
"657" "yellow" 4.32294 "4p" 1451 "A"
"658" "yellow" 3.97026 "n4p" 1451 "A"
"659" "yellow" 0.95931 "4p" 1451 "A"
"660" "yellow" 31.56281 "n4p" 1451 "A"
"661" "yellow" 9.88044 "4p" 1451 "A"
"662" "yellow" 6.87577 "n4p" 1451 "A"
"663" "yellow" NA "4p" 1451 "A"
"664" "yellow" 6.26836 "n4p" 1451 "A"
"665" "yellow" 6.41333 "4p" 1451 "A"
"666" "yellow" 5.21999 "n4p" 1451 "A"
"667" "yellow" 4.23468 "4p" 1451 "A"
"668" "yellow" 8.44331 "n4p" 1451 "A"
"669" "yellow" 6.27654 "4p" 1451 "A"
"670" "yellow" 2.67732 "n4p" 1451 "A"
"671" "yellow" 9.17985 "4p" 1451 "A"
"672" "yellow" 7.18516 "n4p" 1451 "A"
"673" "yellow" 9.87442 "4p" 1451 "A"
"674" "yellow" 3.95755 "n4p" 1451 "A"
"675" "yellow" 6.71185 "4p" 1451 "A"
"676" "yellow" 6.41448 "n4p" 1451 "A"
"677" "yellow" 15.47886 "4p" 1451 "A"
"678" "yellow" 8.88901 "n4p" 1451 "A"
"679" "yellow" 7.06421 "4p" 1451 "A"
"680" "yellow" 15.05556 "n4p" 1451 "A"
"681" "yellow" 12.0689 "4p" 1451 "A"
"682" "yellow" 6.0161 "n4p" 1451 "A"
"683" "yellow" 5.35038 "4p" 1451 "A"
"684" "yellow" 3.82755 "n4p" 1451 "A"
"685" "yellow" 4.11637 "4p" 1451 "A"
"686" "yellow" 4.99273 "n4p" 1451 "A"
"687" "yellow" 2.70141 "4p" 1451 "A"
"688" "yellow" 29.91441 "n4p" 1451 "A"
"689" "yellow" 11.02681 "4p" 1451 "A"
"690" "yellow" 6.45872 "n4p" 1451 "A"
"691" "yellow" NA "4p" 1451 "A"
"692" "yellow" 4.96893 "n4p" 1451 "A"
"693" "yellow" 6.64451 "4p" 1451 "A"
"694" "yellow" 6.43894 "n4p" 1451 "A"
"695" "yellow" 4.72733 "4p" 1451 "A"
"696" "yellow" 7.07438 "n4p" 1451 "A"
"697" "yellow" 5.79553 "4p" 1451 "A"
"698" "yellow" 3.2178 "n4p" 1451 "A"
"699" "yellow" 6.35253 "4p" 1451 "A"
"700" "yellow" 8.12572 "n4p" 1451 "A"
"701" "yellow" 9.28088 "4p" 1451 "A"
"702" "yellow" 4.41201 "n4p" 1451 "A"
"703" "yellow" 6.54233 "4p" 1451 "A"
"704" "yellow" 6.8676 "n4p" 1451 "A"
"705" "yellow" 15.67394 "4p" 1451 "A"
"706" "yellow" 8.47304 "n4p" 1451 "A"
"707" "brown" 1.22322 "4p" 1490 "D"
"708" "brown" 1.33476 "n4p" 1490 "D"
"709" "brown" 0.1837 "4p" 1490 "D"
"710" "brown" 1.32549 "n4p" 1490 "D"
"711" "brown" 1.20317 "4p" 1490 "D"
"712" "brown" 1.90201 "n4p" 1490 "D"
"713" "brown" -0.09413 "4p" 1490 "D"
"714" "brown" 0.42814 "n4p" 1490 "D"
"715" "brown" 8.26144 "4p" 1490 "D"
"716" "brown" 0.8233 "n4p" 1490 "D"
"717" "brown" 5.83744 "4p" 1490 "D"
"718" "brown" 1.13733 "n4p" 1490 "D"
"719" "brown" 0.23659 "4p" 1490 "D"
"720" "brown" 5.66464 "n4p" 1490 "D"
"721" "brown" 2.97862 "4p" 1490 "D"
"722" "brown" 1.46269 "n4p" 1490 "D"
"723" "brown" 1.33592 "4p" 1490 "D"
"724" "brown" 0.14315 "n4p" 1490 "D"
"725" "brown" 1.58762 "4p" 1490 "D"
"726" "brown" 1.79643 "n4p" 1490 "D"
"727" "brown" 5.52447 "4p" 1490 "D"
"728" "brown" 1.65921 "n4p" 1490 "D"
"729" "brown" 3.21423 "4p" 1490 "D"
"730" "brown" 0.70499 "n4p" 1490 "D"
"731" "brown" -0.05484 "4p" 1490 "D"
"732" "brown" 0.24913 "n4p" 1490 "D"
"733" "brown" 0.54403 "4p" 1490 "D"
"734" "brown" 1.20788 "n4p" 1490 "D"
"735" "brown" 1.89136 "4p" 1490 "D"
"736" "brown" 1.00876 "n4p" 1490 "D"
"737" "brown" 3.29056 "4p" 1490 "D"
"738" "brown" 4.3551 "n4p" 1490 "D"
"739" "brown" 1.05598 "4p" 1490 "D"
"740" "brown" 0.45961 "n4p" 1490 "D"
"741" "brown" 2.04299 "4p" 1490 "D"
"742" "brown" -0.00985 "n4p" 1490 "D"
"743" "brown" -0.12553 "4p" 1490 "D"
"744" "brown" 1.53511 "n4p" 1490 "D"
"745" "brown" 1.14521 "4p" 1490 "D"
"746" "brown" -0.45155 "n4p" 1490 "D"
"747" "brown" -0.5138 "4p" 1490 "D"
"748" "brown" 6.87207 "n4p" 1490 "D"
"749" "brown" -0.32576 "4p" 1490 "D"
"750" "brown" 6.7616 "n4p" 1490 "D"
"751" "brown" 2.17231 "4p" 1490 "D"
"752" "brown" 1.58691 "n4p" 1490 "D"
"753" "brown" 6.0433 "4p" 1490 "D"
"754" "brown" 0.88401 "n4p" 1490 "D"
"755" "brown" 0.42769 "4p" 1490 "D"
"756" "brown" -0.68204 "n4p" 1490 "D"
"757" "brown" 1.0197 "4p" 1490 "D"
"758" "brown" 2.42699 "n4p" 1490 "D"
"759" "brown" 5.4003 "4p" 1490 "D"
"760" "brown" 4.89373 "n4p" 1490 "D"
"761" "brown" -0.1021 "4p" 1490 "D"
"762" "brown" 0.01371 "n4p" 1490 "D"
"763" "brown" 0.05205 "4p" 1490 "D"
"764" "brown" 1.58979 "n4p" 1490 "D"
"765" "brown" 3.39044 "4p" 1490 "D"
"766" "brown" -0.17799 "n4p" 1490 "D"
"767" "brown" 1.36817 "4p" 1490 "D"
"768" "brown" -0.21682 "n4p" 1490 "D"
"769" "brown" -0.21092 "4p" 1490 "D"
"770" "brown" 3.70142 "n4p" 1490 "D"
"771" "brown" 2.20695 "4p" 1490 "D"
"772" "brown" 0.82687 "n4p" 1490 "D"
"773" "blue" 7.59072 "4p" 1495 "A"
"774" "blue" 3.52097 "n4p" 1495 "A"
"775" "blue" 1.72007 "4p" 1495 "A"
"776" "blue" 1.54836 "n4p" 1495 "A"
"777" "blue" 4.47771 "4p" 1495 "A"
"778" "blue" 0.71631 "n4p" 1495 "A"
"779" "blue" 1.3035 "4p" 1495 "A"
"780" "blue" 1.35635 "n4p" 1495 "A"
"781" "blue" 4.77096 "4p" 1495 "A"
"782" "blue" 13.9358 "n4p" 1495 "A"
"783" "blue" -0.32142 "4p" 1495 "A"
"784" "blue" 3.15969 "n4p" 1495 "A"
"785" "blue" 5.40721 "4p" 1495 "A"
"786" "blue" 7.96939 "n4p" 1495 "A"
"787" "blue" 8.13134 "4p" 1495 "A"
"788" "blue" 6.01025 "n4p" 1495 "A"
"789" "blue" 7.42921 "4p" 1495 "A"
"790" "blue" 4.90585 "n4p" 1495 "A"
"791" "blue" 0.61228 "4p" 1495 "A"
"792" "blue" 7.28521 "n4p" 1495 "A"
"793" "blue" 9.64677 "4p" 1495 "A"
"794" "blue" 6.26208 "n4p" 1495 "A"
"795" "blue" 1.38387 "4p" 1495 "A"
"796" "blue" 3.37523 "n4p" 1495 "A"
"797" "blue" 3.33282 "4p" 1495 "A"
"798" "blue" -0.61657 "n4p" 1495 "A"
"799" "blue" 3.59278 "4p" 1495 "A"
"800" "blue" -0.7991 "n4p" 1495 "A"
"801" "blue" 9.7924 "4p" 1495 "A"
"802" "blue" 2.70633 "n4p" 1495 "A"
"803" "blue" 6.01575 "4p" 1495 "A"
"804" "blue" 5.95884 "n4p" 1495 "A"
"805" "blue" 1.04525 "4p" 1495 "A"
"806" "blue" 3.45377 "n4p" 1495 "A"
"807" "blue" 1.1465 "4p" 1495 "A"
"808" "blue" -0.327 "n4p" 1495 "A"
"809" "blue" 3.7704 "4p" 1495 "A"
"810" "blue" -0.33115 "n4p" 1495 "A"
"811" "blue" 0.00273 "4p" 1495 "A"
"812" "blue" 6.13308 "n4p" 1495 "A"
"813" "blue" 13.33969 "4p" 1495 "A"
"814" "blue" 0.19799 "n4p" 1495 "A"
"815" "blue" 4.63735 "4p" 1495 "A"
"816" "blue" 6.52509 "n4p" 1495 "A"
"817" "blue" 2.75256 "4p" 1495 "A"
"818" "blue" 10.86234 "n4p" 1495 "A"
"819" "blue" 6.73808 "4p" 1495 "A"
"820" "blue" 1.55227 "n4p" 1495 "A"
"821" "blue" 2.57116 "4p" 1495 "A"
"822" "blue" 0.45061 "n4p" 1495 "A"
"823" "blue" 5.97996 "4p" 1495 "A"
"824" "blue" 10.26948 "n4p" 1495 "A"
"825" "blue" 6.47431 "4p" 1495 "A"
"826" "blue" -0.35107 "n4p" 1495 "A"
"827" "blue" 1.9333 "4p" 1495 "A"
"828" "blue" -0.33384 "n4p" 1495 "A"
"829" "blue" 0.66051 "4p" 1495 "A"
"830" "blue" 4.02557 "n4p" 1495 "A"
"831" "blue" 0.13749 "4p" 1495 "A"
"832" "blue" 10.26515 "n4p" 1495 "A"
"833" "blue" 2.80029 "4p" 1495 "A"
"834" "blue" 6.46517 "n4p" 1495 "A"
"835" "turquoise" 1.79728 "4p" 2270 "B"
"836" "turquoise" 9.86615 "n4p" 2270 "B"
"837" "turquoise" 5.01416 "4p" 2270 "B"
"838" "turquoise" 0.78921 "n4p" 2270 "B"
"839" "turquoise" -0.00714 "4p" 2270 "B"
"840" "turquoise" 1.03653 "n4p" 2270 "B"
"841" "turquoise" 8.54089 "4p" 2270 "B"
"842" "turquoise" 0.26509 "n4p" 2270 "B"
"843" "turquoise" 0.97759 "4p" 2270 "B"
"844" "turquoise" 4.78509 "n4p" 2270 "B"
"845" "turquoise" 6.87715 "4p" 2270 "B"
"846" "turquoise" 0.92406 "n4p" 2270 "B"
"847" "turquoise" 2.67875 "4p" 2270 "B"
"848" "turquoise" 8.3259 "n4p" 2270 "B"
"849" "turquoise" 1.60638 "4p" 2270 "B"
"850" "turquoise" 0.50345 "n4p" 2270 "B"
"851" "turquoise" 5.23069 "4p" 2270 "B"
"852" "turquoise" 12.52799 "n4p" 2270 "B"
"853" "turquoise" 1.79136 "4p" 2270 "B"
"854" "turquoise" 6.47498 "n4p" 2270 "B"
"855" "turquoise" 0.33284 "4p" 2270 "B"
"856" "turquoise" 6.18076 "n4p" 2270 "B"
"857" "turquoise" 4.31678 "4p" 2270 "B"
"858" "turquoise" 0.78956 "n4p" 2270 "B"
"859" "turquoise" 0.95558 "4p" 2270 "B"
"860" "turquoise" 0.60055 "n4p" 2270 "B"
"861" "turquoise" 1.75532 "4p" 2270 "B"
"862" "turquoise" 1.24338 "n4p" 2270 "B"
"863" "turquoise" -0.03679 "4p" 2270 "B"
"864" "turquoise" 2.51528 "n4p" 2270 "B"
"865" "turquoise" 2.52232 "4p" 2270 "B"
"866" "turquoise" 0.77361 "n4p" 2270 "B"
"867" "turquoise" 5.51691 "4p" 2270 "B"
"868" "turquoise" 4.50899 "n4p" 2270 "B"
"869" "turquoise" 2.01155 "4p" 2270 "B"
"870" "turquoise" 4.83541 "n4p" 2270 "B"
"871" "turquoise" 7.41267 "4p" 2270 "B"
"872" "turquoise" 0.53584 "n4p" 2270 "B"
"873" "turquoise" 2.83146 "4p" 2270 "B"
"874" "turquoise" 0.6155 "n4p" 2270 "B"
"875" "turquoise" 8.15846 "4p" 2270 "B"
"876" "turquoise" 0.77695 "n4p" 2270 "B"
"877" "turquoise" 5.78184 "4p" 2270 "B"
"878" "turquoise" 1.21672 "n4p" 2270 "B"
"879" "turquoise" 1.75286 "4p" 2270 "B"
"880" "turquoise" 3.9412 "n4p" 2270 "B"
