"D154" "D151" "D171" "D135" "D168" "D159"
"DIABRO_005064" 8.75683109025332 8.81507461167598 8.29163500073395 8.99157585514322 9.43151369855685 9.19566860559074
"DIABRO_005065" 9.35603077593419 7.8903258901701 8.47542239854112 8.62102620857113 7.62730096301024 7.11530192661202
"DIABRO_005067" 11.7846019772052 11.9624205866541 12.229118483269 11.5617684645888 11.7510454913622 11.530373093929
"DIABRO_005068" 11.8422422021627 12.5150681189127 12.6390775147912 12.0485428403593 11.5605528068469 11.9111862459004
"DIABRO_005069" 6.21979609241802 7.00417272099323 7.90836601608439 6.83468257706961 7.12038853200065 10.9352013479457
"DIABRO_005071" 5.63436255077646 5.98329955144691 6.84083708578908 6.41177785572118 6.34612496952832 7.50899706502761
"DIABRO_005072" 9.19828110443481 9.62509638112537 9.79431126799022 9.48831812735296 9.64011711913965 9.32117200100809
"DIABRO_005073" 11.0173982315556 11.0376464490013 10.8259727341219 11.176969205885 10.9402941964593 11.1061120942132
"DIABRO_005074" 10.0640260651093 11.0102568712189 10.3216086348272 10.1777116498439 10.5343365821757 9.7091806845408
"DIABRO_005075" 11.9097000884421 11.6383127685339 11.2646901547725 11.9518449990855 11.6404061724441 11.3640726857302
"DIABRO_005076" 9.73814310348111 9.96159571641854 9.73602974423607 9.98019066517447 10.0500022949749 9.95059334684822
"DIABRO_005077" 9.61537326155666 9.48594198228573 9.64233746842485 9.31839805664186 8.97856109652925 8.98402672880072
"DIABRO_005078" 13.6580255453092 11.6098758773889 13.8689257783393 13.2063213610506 12.3680763101963 12.3686514085443
"DIABRO_005080" 9.04180767430904 8.30416294867866 9.02289815875391 10.1677540680256 9.19346019891121 9.63575096604547
"DIABRO_005081" 12.0332452504972 12.488119553112 12.1745674164397 12.1312498746663 12.9820515429446 12.5625215344215
"DIABRO_005082" 10.4204988828434 10.9823369217517 11.6933729940554 10.3318974505919 11.4023996320487 10.9807910618865
"DIABRO_005084" 9.10991633785414 9.72846372506855 9.4140394685376 9.42106537143035 9.68731749043685 9.48966705630427
"DIABRO_005085" 9.6780683305658 10.3600735811345 10.5010267658516 9.67865061664013 10.7525900160808 10.2338436977424
"DIABRO_005086" 13.8283000364735 13.4597625372768 13.4338122278521 13.5096097920245 13.1458459049194 12.9879267311434
"DIABRO_005087" 10.5519210263563 10.2428817656838 10.3539133748944 10.9732283747613 10.5604806572941 10.1123335415174
"DIABRO_005088" 15.4842814269821 15.4145102927452 14.8401988638914 15.9876957526789 15.557795285537 16.5342518617399
"DIABRO_005090" 6.40828104262726 6.54622922291704 8.3749988960191 6.58950416733413 6.64519020948575 7.87522864950332
"DIABRO_005091" 7.73891276271291 6.22814230602757 6.90004888065143 8.42936261316648 6.41055039036834 5.75526423602029
"DIABRO_005092" 5.88545959572499 6.21012971259101 7.28518118233249 5.91457979813723 6.03381449740866 6.33433740702854
"DIABRO_005093" 9.16785138302544 8.46381137349148 8.85721366007436 9.04495839804271 8.80765503176586 8.97658960489396
"DIABRO_005094" 11.0433351406721 11.2640839389734 11.3042837694911 11.1539666259796 11.0246461992497 10.9780125205306
"DIABRO_005095" 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478
"DIABRO_005097" 11.483982555809 11.9021719018355 12.3277247921877 11.3939494208196 11.8631348496419 11.6340117462984
"DIABRO_005098" 12.5429887360201 11.5087686098402 11.5883253766404 11.9887644869817 11.2221403781741 11.303963159265
"DIABRO_005099" 9.66808550468829 9.63975784606441 9.87483383927032 8.06685814278849 8.30273212343699 9.6544630178922
"DIABRO_005100" 9.66808550468829 9.3961093034745 9.57574743838341 9.34343286944418 9.33822485979841 9.22103529499472
"DIABRO_005101" 9.69127184001356 9.33676303550917 8.96299529476318 9.54949371547481 9.22509708329562 9.05104598633035
"DIABRO_005102" 5.68433087139586 6.15388144214072 6.40342333406855 6.31018112734461 6.67500214975958 6.5958472845577
"DIABRO_005104" 6.86963921247326 7.94819625339002 8.3749988960191 6.78958302593987 6.80481656441355 6.32008049147858
"DIABRO_005106" 7.43331539123274 7.97411247320892 5.78896736693735 7.68879636820119 8.2739565291665 5.97626221914113
"DIABRO_005107" 9.24386951176476 9.48889082096741 9.53528623939593 9.27257637509016 9.50814093159574 9.45671342680592
"DIABRO_005108" 6.06927427631808 5.61689101584826 6.11391590498842 5.10409291609478 5.7393218326733 5.78370585372365
"DIABRO_005110" 9.59443798512179 9.65689439867353 9.58898519784304 9.53560575181352 9.72040933454864 9.70694187986097
"DIABRO_005112" 10.3904903583208 10.8403524979661 10.3363824670655 10.4548844844233 10.8863626365538 10.482255745617
"DIABRO_005113" 11.1287918214503 11.6884476650403 11.4224789321257 11.2281398388154 11.7801476929142 11.8960594808038
"DIABRO_005114" 10.3813645574284 10.3997201132278 10.1268588678652 10.4251078380089 9.98739556341006 9.43115288436959
"DIABRO_005115" 11.0957102545905 11.0836310969245 10.3245755467373 10.6732424085488 10.3571905218277 9.59394867989822
"DIABRO_005116" 11.2417459175486 11.5152772143341 11.8473391883305 10.3048983342515 10.7841928869427 12.0665765348774
"DIABRO_005117" 6.09621638576507 5.88207422900799 6.59921083634117 5.88581051182048 5.79366841629284 5.81092435616369
"DIABRO_005118" 5.10409291609478 5.88207422900799 6.59921083634117 5.10409291609478 6.655214171039 6.53911418798574
"DIABRO_005119" 8.29495788892447 9.40394407308033 8.93467764857026 8.66158845898464 9.08758221277971 8.98402672880072
"DIABRO_005121" 6.09621638576507 5.57261792929951 6.06396919226576 5.63862335205249 6.70406007442856 7.57645301854598
"DIABRO_005122" 7.94433232155991 8.46381137349148 7.67438909794322 8.36746594862437 9.44435914889141 8.23838177324961
"DIABRO_005123" 8.68900058571266 9.19215319525539 8.54547089817605 8.78987763093834 9.15955002598133 8.86012068504845
"DIABRO_005124" 10.4508647847091 10.2782003795719 9.87213093595276 10.4824528887803 10.3558337974504 10.1416166574958
"DIABRO_005126" 13.1905061247157 12.9457370869787 12.5776507181086 13.6427010070783 13.5867514960709 12.9469649078153
"DIABRO_005127" 11.8933964152186 11.5649213804424 10.1177636238217 11.8309617484387 11.5377130521693 10.5917503521454
"DIABRO_005130" 6.21979609241802 6.53308261180845 6.58417246144111 5.75692324572924 9.12801004909132 8.17093778887982
"DIABRO_005131" 7.55801062963612 8.12791623922874 5.61667471646197 7.20486204997868 7.72132067811536 5.62513221192259
"DIABRO_005135" 12.0458070419848 10.6956369686059 12.315109336477 11.7358455961714 11.1307417422415 10.8747403606991
"DIABRO_005136" 9.2880526187913 11.1253606248099 12.0309924331863 9.08585061905509 11.5368158295516 11.225707749425
"DIABRO_005137" 10.0241739380597 10.6204621068181 11.5192614105047 9.67302490319759 10.5180556051097 10.9232139902992
"DIABRO_005138" 7.27747548300457 6.94054261138254 7.6090638001869 7.0659134054061 6.90582047083237 7.72038605277032
"DIABRO_005143" 7.19201201593552 5.98329955144691 6.28981736357517 7.4584897817767 5.71019708743492 6.03734119736506
"DIABRO_005144" 6.79097221782985 6.81283239893292 6.26955034070281 7.11097931214413 6.84793238425381 6.38942668515966
"DIABRO_005145" 6.26492824526311 6.11432973639582 6.76570615695368 5.54136022560532 8.19626292302535 7.58150490497467
"DIABRO_005149" 10.2109547012797 10.3234342447173 10.4089931651897 10.2531046824775 10.1011172724697 9.71810120585242
"DIABRO_005150" 8.9702932525078 9.12541252262741 10.9527839763818 9.08585061905509 9.12641466662427 9.53203930256249
"DIABRO_005153" 12.4100391837778 12.3864739818385 12.0176192541797 12.4531869084164 12.2250289973414 12.1645081478542
"DIABRO_005154" 8.99719891155407 8.86603113106824 8.75775025550114 8.29535059654114 7.77643989150287 10.2221437643447
"DIABRO_005156" 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478
"DIABRO_005158" 13.3812473833317 13.0989763143781 12.3806770033071 11.6697016313053 10.5902022247882 11.2752070131031
"DIABRO_005159" 10.3813645574284 10.0569661492989 10.0572014425524 10.2149347446827 9.99874584487012 10.044848853357
"DIABRO_005160" 10.0665596794718 9.79187523027689 9.93304826899529 9.61405514732768 9.82715329325267 9.67980072327871
"DIABRO_005161" 10.4411390768702 10.2550393977181 10.3206183047936 10.3030802735496 10.2597182036383 10.3537797580195
"DIABRO_005162" 7.61628014888522 6.90265450341213 7.10224232637191 7.68305969794255 7.05763659594205 6.21397971535448
"DIABRO_005163" 9.54072513684216 9.63177922936319 9.13566580597668 8.98703602688677 9.38828916981334 8.48776994830246
"DIABRO_005165" 11.2645258276534 11.7586993854367 8.8544660370713 11.200098898388 11.4615918352263 9.26894125709856
"DIABRO_005167" 10.2212224122355 10.0903136901278 9.74787653060188 10.2652952525507 10.0280148731022 9.28856400088854
"DIABRO_005168" 8.72493354930234 8.98180110472759 9.25897551818538 8.75820540564227 9.0100725189625 9.20205250076614
"DIABRO_005170" 8.52433256514046 7.67420108949078 8.25013482818152 8.5205660190603 7.55102846333133 7.43797339450221
"DIABRO_005172" 10.389479230164 9.84112667947758 9.77418028473803 10.2912066188413 9.74862351124003 9.91128651557759
"DIABRO_005173" 11.1251533479541 10.9313259653366 11.1082904327711 10.9496095094016 10.8205358447035 10.6229212068992
"DIABRO_005174" 7.1317275046525 7.4983457597878 8.25013482818152 7.18829416593266 7.10670897240046 6.97890466103133
"DIABRO_005175" 10.8489368117064 10.9885882437388 10.7949441441891 10.6106961676479 10.2912919969262 10.1670650026521
"DIABRO_005176" 7.50487617215572 7.08149567141075 6.36695799878498 7.02866771268844 6.38526517889208 6.95465431779421
"DIABRO_005181" 8.68900058571266 8.97127151590213 8.98826055549035 8.67862418477073 9.0100725189625 8.94454281249937
"DIABRO_005182" 9.02883126894772 9.85945434906833 9.12887221862317 9.33097007605564 9.84565012073708 9.65562447243745
"DIABRO_005183" 5.34230316244255 5.31435950923722 8.26688203913893 5.48313750462089 5.57494694570524 7.94271658995272
"DIABRO_005184" 5.51575601002663 5.31435950923722 8.70681388000622 5.32335330900601 5.37674282518546 7.96577255437758
"DIABRO_005186" 10.663181324968 10.5538554448678 8.29163500073395 10.5063475390835 10.5675293104246 8.7065144597089
"DIABRO_005187" 6.32889996607481 6.46484837891478 6.36695799878498 5.75692324572924 6.24832351531215 5.99714530382881
"DIABRO_005188" 11.6003572364411 10.747556688942 11.6022387952249 10.5681949328315 9.13119549109683 10.2736831057492
"DIABRO_005189" 7.55801062963612 6.72690149053607 7.06230128415525 7.16303643170673 6.85637317005971 8.18403658892318
"DIABRO_005191" 5.34230316244255 5.31435950923722 6.08930683229132 5.10409291609478 5.43777240329903 6.18134478969321
"DIABRO_005192" 10.1936774903714 5.52351974881145 11.6103608992778 7.96761572409647 5.71019708743492 7.91532453978894
"DIABRO_005193" 12.4512987793159 12.3581942229628 12.6002544475566 12.2261056596754 11.0901328896955 11.6138712201738
"DIABRO_005194" 10.3432279953313 11.3051470267048 10.7661448224489 10.4565208378071 10.9720647338648 10.6968946066254
"DIABRO_005195" 11.0700759259198 10.9927407850694 10.4071285016116 11.1759766865299 11.042879794344 10.5697687020302
"DIABRO_005196" 12.4866938480034 12.7635230771219 12.4511014199908 12.6482636730226 12.8353258323935 12.268389110059
"DIABRO_005201" 10.8207178820901 11.0556213327806 10.6120193535058 10.8398257103452 10.9900972154911 10.8230324900265
"DIABRO_005202" 11.0304250038873 11.1229948051728 10.3968294921204 11.1016129564292 10.7972422531168 10.9285007104425
"DIABRO_005203" 7.38338211801406 6.15388144214072 6.64315510129731 6.5618277264667 6.24832351531215 5.58685203486626
"DIABRO_005206" 11.3671742637932 9.63044514326768 9.30788080767224 11.3009618021728 9.0660996154795 9.21315633394319
"DIABRO_005207" 11.2645258276534 8.54021392865998 9.76982959864372 11.2400602960364 8.87392726285188 11.0769787414031
"DIABRO_005209" 6.19639074059955 7.23077066462142 9.28567272209516 6.04403421127023 7.08590999993069 8.80444003783421
"DIABRO_005211" 11.7072284068713 12.1871458604643 11.8352624720961 11.7141328910842 11.9689134293339 11.9729483109402
"DIABRO_005212" 9.31178526453442 7.11439989153707 7.18778466153304 8.68706614284743 7.28013692185317 7.33292719381894
"DIABRO_005213" 6.86963921247326 7.56339545840403 6.98920717571428 7.229322936666 7.55102846333133 6.76037004299572
"DIABRO_005214" 12.2079205153306 12.4423716874407 12.5707999540379 10.5802521757433 11.0044491184851 10.350201431355
"DIABRO_005215" 6.12234034152614 6.13432662022847 6.45582287589376 5.85583116756426 5.91263721136566 6.30561558943855
"DIABRO_005216" 8.13794688706171 8.23842072605577 8.18107608517796 7.94403784887867 7.5559236384239 8.00336883042561
"DIABRO_005218" 9.07752764302122 8.64230134924895 6.03784275095569 8.59432544486079 7.86496005809218 6.79810824682287
"DIABRO_005219" 11.7345450229461 10.346341341667 10.4852068019244 11.620943894975 7.07185224519979 11.8753087744812
"DIABRO_005222" 10.2802467452562 10.0490061272367 10.4503225199488 10.1697511000271 9.80742254373892 9.74998195689341
"DIABRO_005223" 9.01573605114172 9.00469675157393 8.97315505524369 9.11940247124497 9.28920253261287 8.71325652550832
"DIABRO_005224" 10.7842647604906 10.8041840898656 10.3166501626655 10.8491967115812 10.7059781434739 10.6563321846544
"DIABRO_005225" 10.4662906558727 10.3439043593029 10.4948951777802 10.3887155082755 10.0331187816033 9.73358017952118
"DIABRO_005226" 9.46967227089396 9.70331025809014 10.9463806008222 9.63880028855598 9.77832348183873 9.72917459200006
"DIABRO_005228" 9.75238408656633 9.92617602773222 10.0404513883671 9.30024469256834 9.60852718477852 9.38284206215492
"DIABRO_005229" 13.9876110341959 14.465478739461 14.2694794763298 13.4818737193575 13.990086256972 13.5542527060131
"DIABRO_005230" 8.46361197807241 8.10082780505147 7.76686131033753 8.36746594862437 7.66839177386707 7.50366538363491
"DIABRO_005231" 7.28663440913442 7.27453905885471 6.08930683229132 7.71712367703175 8.29129234781285 6.30561558943855
"DIABRO_005232" 11.045261730126 11.3167860346398 10.6479849325791 10.8479507585056 11.298240053912 10.7374426193816
"DIABRO_005233" 8.68236870753404 9.34003447717496 8.95276278662367 8.68425771922715 9.16887814858561 8.12750097510119
"DIABRO_005234" 7.34028431301644 7.77172522742875 8.24591668218963 7.30769150821607 8.10748347287201 8.05435402503482
"DIABRO_005236" 11.2606619594926 11.4996798772996 11.5858560742741 9.71469077643668 9.73928015877576 9.65678498929406
"DIABRO_005237" 9.00251980566221 10.1501346059246 9.34739871149121 7.5247101099733 9.12321855880582 7.12246521560324
"DIABRO_005244" 11.3804605141007 10.6588663064428 11.2318976320443 12.2184148564928 10.0125936660637 11.4591129511432
"DIABRO_005247" 9.17493121417253 8.79847179139216 8.40550473446278 8.76618970476382 8.74233519431026 8.57441396286367
"DIABRO_005248" 9.35810404729687 7.30292379938851 8.73101105756349 7.63031277908015 5.97558400015629 10.3131856460687
"DIABRO_005250" 7.31373319118892 7.04771466166874 6.91155326279878 7.56293091611706 7.04325903753278 6.45438143568561
"DIABRO_005253" 5.10409291609478 5.31435950923722 5.82527937781294 5.41387696868436 5.48910861798042 5.10409291609478
"DIABRO_005255" 6.86963921247326 6.66980438647904 7.5820271686834 6.96069855756529 6.84793238425381 7.07886822157761
"DIABRO_005256" 6.17237591345001 5.65749938408477 6.01085836050053 5.75692324572924 5.7393218326733 5.97626221914113
"DIABRO_005258" 5.68433087139586 6.00664474000799 6.13784926773016 5.32335330900601 5.76709083781507 5.10409291609478
"DIABRO_005261" 10.6258963800783 10.3242586582416 9.4177556372197 10.3998151016149 10.098685302405 9.91322903614885
"DIABRO_005262" 7.35769244746866 7.88577251575732 6.96751326069814 8.28047391592388 8.49421930396763 7.47668445591492
"DIABRO_005263" 11.5451595315186 11.4232941210432 11.6296693495311 11.374614719326 11.2310435052586 11.3285265512045
"DIABRO_005265" 6.40828104262726 6.73799183526914 7.28518118233249 7.29238912054947 6.92186741629847 6.46690366614812
"DIABRO_005266" 6.38900742688162 6.60971458830918 6.52189013681797 6.92011891859314 6.57241628863261 6.76991795720067
"DIABRO_005269" 6.04144233841068 6.22814230602757 6.67153379558048 5.63862335205249 6.45934973754259 6.27602988741141
"DIABRO_005271" 8.41228381013358 9.30363159431647 8.42051419739927 8.113951223925 8.60655536639624 7.9733735904541
"DIABRO_005272" 10.0766497850855 9.3053064690561 10.6542859077977 9.62575300769271 9.33960117316206 9.25673086569139
"DIABRO_005274" 10.0241739380597 10.5190010733428 10.4238242333534 9.96990987663912 10.3571905218277 9.93538156905042
"DIABRO_005275" 9.01046420241755 9.89097650580854 8.83786824463727 9.56628757122518 10.2429341006524 10.0884705715395
"DIABRO_005276" 5.8124003964559 9.549457725206 7.06230128415525 5.75692324572924 9.53600384719826 5.86221533686915
"DIABRO_005277" 8.15735675775044 8.06521027115318 8.08967683255335 7.65986855942316 8.50166178885488 8.13764507406913
"DIABRO_005278" 7.83332984569863 7.66887023602476 7.68075243395059 8.33186921451275 8.1683353346579 8.39828046652212
"DIABRO_005280" 6.86963921247326 7.31688901405695 7.48289137943495 7.48537165438515 7.93709279424787 7.72946211107379
"DIABRO_005281" 10.1832107947492 10.3895165029352 8.78399679715961 10.2274512676755 11.245028666472 9.71587625855399
"DIABRO_005282" 10.7003415403409 9.10052627017262 11.2324240153745 9.89218604405739 9.6039571155947 9.23043322521991
"DIABRO_005283" 7.40023591352926 7.72126420316773 8.60895814082367 7.44484341362282 8.4691247481224 8.19054040509195
"DIABRO_005284" 7.86341600283002 8.46983703818539 7.61573950175892 7.11097931214413 8.73185290931208 6.96279059488434
"DIABRO_005285" 9.42489391373278 8.61271006348144 10.0784547830657 9.03179840461886 8.88719763794075 8.60860802342251
"DIABRO_005286" 9.31392343010988 8.28029789460301 8.51437675733186 9.03619853567374 8.20544995255234 7.63101362223045
"DIABRO_005287" 5.84990334001431 5.46764507602361 6.03784275095569 7.16303643170673 5.64699555781606 5.44624758809669
"DIABRO_005289" 9.44648396608937 8.9585327451329 9.63438000477405 9.16830057488588 9.21162385288831 9.36305299211946
"DIABRO_005291" 9.42489391373278 9.0554080411716 9.31188195228222 9.9161851266625 9.13437386231458 9.53835167985047
"DIABRO_005292" 10.6293260576434 10.5482222009236 10.3422498377693 10.5321819867406 10.4624175975645 10.3672969173074
"DIABRO_005293" 7.08990070955659 7.66887023602476 5.42929699744795 6.82356602579466 7.24972359610297 5.10409291609478
"DIABRO_005294" 8.8185606459485 9.61028380902943 5.33428981031315 8.67013182812971 9.38562718798 5.10409291609478
"DIABRO_005299" 6.19639074059955 6.77064765534764 5.10409291609478 6.27387843299716 6.49452687236528 5.10409291609478
"DIABRO_005300" 5.63436255077646 6.49266286180542 6.32913429871478 5.68091019277146 6.92186741629847 5.86221533686915
"DIABRO_005301" 8.18124707843236 7.79627647576863 9.32381884897872 8.19173804981169 7.79706372961107 9.22887117674939
"DIABRO_005303" 6.09621638576507 5.10409291609478 5.10409291609478 5.75692324572924 5.10409291609478 5.10409291609478
"DIABRO_005308" 6.59999865202001 6.78133510828991 5.75045938380248 6.5618277264667 6.60418410592723 5.49887282470536
"DIABRO_005309" 11.3355136578875 11.1296093434306 10.9768607022501 11.483711309779 11.3355232617287 11.3194099648618
"DIABRO_005310" 6.56755784798313 7.42358886276018 6.92295060329893 6.99999031259358 7.99505468870788 6.61775559092027
"DIABRO_005311" 6.14770858444223 6.21012971259101 6.30967179193222 6.7062736008927 8.49172976197086 6.2608917878886
"DIABRO_005314" 9.09007171960484 9.1647215088507 8.39033415708357 8.81830494226592 8.73605508684948 8.58672087339732
"DIABRO_005315" 7.61628014888522 7.7667618752093 7.93500738446279 7.53757120065352 7.5061524991266 7.40387401149332
"DIABRO_005316" 7.67214951581922 7.83466924548723 8.4279595942322 7.41010370037501 7.65483226435064 7.5713821837025
"DIABRO_005317" 9.31392343010988 9.20298047317259 9.90687873879547 8.825960484791 8.29988087748037 8.54443451384408
"DIABRO_005318" 7.97761532158044 7.13053870550785 7.90297570355332 7.31527630825887 6.75093071756414 7.07145430247221
"DIABRO_005319" 7.64450173403617 8.90862068290644 10.7448995710338 8.39531083921168 8.83335926497897 9.90153438367114
"DIABRO_005321" 9.03922179396109 9.98055433646507 9.3990778265184 8.99610131218673 9.68731749043685 9.16495047324367
"DIABRO_005322" 5.77262143061608 5.90870433683256 6.20603681304181 6.11283116558013 6.17178338466767 6.01749316414536
"DIABRO_005324" 6.40828104262726 5.90870433683256 6.50574967565848 6.06759322022606 5.64699555781606 5.58685203486626
"DIABRO_005327" 5.8124003964559 5.69519984061999 7.63557181215178 5.72016045094632 5.97558400015629 7.02603265183126
"DIABRO_005328" 6.66220037437023 5.69519984061999 7.67438909794322 6.39553338676007 5.93420872178156 6.81653749182771
"DIABRO_005329" 11.3692262860256 11.2984537465052 11.0539340905945 11.6640502400667 11.8066907563853 11.3883391426847
"DIABRO_005330" 5.77262143061608 5.95923801896697 5.85971338227403 5.59251025025394 6.26291150981586 5.66068133412924
"DIABRO_005331" 9.73973241716116 10.1009393119045 9.73900060296261 10.1127599565548 10.3332613913939 10.0368546254937
"DIABRO_005332" 8.75367329125671 7.74672693951998 5.78896736693735 8.81574393481805 7.84928261378012 5.66068133412924
"DIABRO_005333" 12.0048222293262 11.3101466793124 10.9924841827404 9.79067648292142 11.1636655870362 8.87620979797915
"DIABRO_005334" 13.5501417026303 13.5633554994169 12.2217157284681 12.0461009139769 12.2802131931486 11.0899043044838
"DIABRO_005335" 6.30803607780493 6.24581651839766 7.33539614876049 6.4590460013795 6.66515089127494 6.40274635467825
"DIABRO_005336" 6.04144233841068 6.17301891430143 5.50196664240793 6.15583411510071 6.37238521473093 6.03734119736506
"DIABRO_005337" 10.2582565886836 9.07126319395787 7.95074990560278 10.222650084051 8.56694222663357 7.66936069678131
"DIABRO_005338" 11.7405017302675 11.6098758773889 11.0079401873544 13.6527221301877 9.63340605396682 12.8215167892278
"DIABRO_005339" 9.52973731407624 8.86147319761963 8.45735536118654 8.11815478356958 8.62708810785617 8.0721204971891
"DIABRO_005340" 9.30964390668455 10.04500955076 9.3990778265184 9.75385165949588 9.89228314735312 9.81793444671053
"DIABRO_005341" 11.940385415264 11.8022245429624 10.9165531560159 11.8884346613569 12.7996202280297 11.6648569126169
"DIABRO_005344" 12.9783966060343 13.1852803012428 13.2520134639478 12.4761440823489 12.2194485827892 13.0749919666123
"DIABRO_005345" 9.62572763460337 8.76467449739789 9.48127817047316 8.92666716785592 8.45129010862123 8.81282745164431
"DIABRO_005346" 8.25057097384602 7.7667618752093 8.06586238603637 7.89564437755273 7.82141093970335 7.5405506395661
"DIABRO_005347" 5.77262143061608 5.73051859595727 5.66501645333712 5.41387696868436 5.81918790863331 5.69399407127688
"DIABRO_005350" 6.48200542695906 6.13432662022847 7.5047584221564 6.15583411510071 5.9551763318888 7.01051996440665
"DIABRO_005351" 7.48144512428553 7.10625327585688 7.8975643199433 6.89931538543577 6.881348077429 7.19197824675606
"DIABRO_005352" 11.4387789408184 11.131964344702 10.5364257074505 10.8677579361592 10.8317991262815 9.64980779232837
"DIABRO_005355" 8.57898894821003 7.88577251575732 8.74889284958105 8.28047391592388 8.71704684784294 9.01520985147917
"DIABRO_005356" 9.00782097154597 6.42170897368831 9.88425421489115 7.94403784887867 6.60418410592723 8.61101923837072
"DIABRO_005357" 5.95170468939648 6.97730091295997 9.25690114787766 5.72016045094632 8.42280201236743 8.33823348485213
"DIABRO_005358" 8.13305209665619 7.63095807486456 7.66157259715331 7.37443167230178 7.96637603123502 7.61142655557474
"DIABRO_005359" 8.91491276538432 7.94819625339002 9.27955580179138 8.09700949847385 8.71917145013812 7.51959737266432
"DIABRO_005361" 9.47922462298341 10.1814153062064 9.53528623939593 9.80745842316521 9.96620311163068 9.71587625855399
"DIABRO_005362" 8.78184464200115 8.91303076927286 8.6883921570748 9.04058517241118 9.03751132677828 8.97285648103979
"DIABRO_005363" 7.40858323866341 7.72639477761223 6.58417246144111 7.28467040078414 8.0404326008746 7.19197824675606
"DIABRO_005365" 13.3322630833323 12.5274619615374 12.6069670755806 12.8157819912068 11.999842601266 12.2125664378873
"DIABRO_005366" 7.03560038852217 9.1348701439766 8.69147905347645 7.37443167230178 8.92444715251522 8.29673352885413
"DIABRO_005367" 6.70672472127188 6.3296273771613 7.56830354127024 6.76637605741494 6.08817483509945 7.12246521560324
"DIABRO_005368" 7.28663440913442 6.57206038043706 6.79127983344259 6.7062736008927 6.84793238425381 7.1783730359844
"DIABRO_005369" 10.3670529689431 10.3576597362745 9.96763880878424 10.4703553232431 10.2997842643465 10.0876109646219
"DIABRO_005370" 9.47158783165135 9.53098225611896 9.73156191622329 9.71332119314613 9.91642683405254 9.61201303281938
"DIABRO_005373" 13.9131887995943 11.79926460971 13.9576960700424 13.0545084662252 12.1849324624361 12.3332240085785
"DIABRO_005375" 5.34230316244255 7.83466924548723 6.11391590498842 5.54136022560532 8.01967249784985 5.99714530382881
"DIABRO_005376" 9.48682101612021 10.0420048205133 9.65497848320838 9.49151953664053 9.84661708131952 9.44466250980047
"DIABRO_005377" 9.10991633785414 8.59630575489406 8.493261815523 8.90996851377889 8.4096607033025 8.21944031326125
"DIABRO_005379" 10.9775965263149 11.1163497859595 10.4024562577273 10.9732283747613 11.1437659026792 10.7114674887455
"DIABRO_005381" 8.87482771689427 9.23145952992451 8.99326045727043 9.46407732247752 9.70128755583081 9.62630278848993
"DIABRO_005382" 10.2878646712193 10.7863520335496 10.7856473240107 10.7625805447151 10.8863626365538 10.6511079837902
"DIABRO_005383" 6.46405096380981 5.82558064927863 6.86486985085802 5.88581051182048 5.61230188847463 5.62513221192259
"DIABRO_005401" 6.40828104262726 6.09386350459916 6.50574967565848 6.13459388113116 5.79366841629284 5.99714530382881
"DIABRO_005403" 5.98276320250352 8.18056990151611 5.56303762462169 6.11283116558013 7.78472660352922 5.38367851377078
"DIABRO_005404" 11.4485160960248 11.0763126948496 11.2144183070326 11.3266785376783 10.9124278642792 11.0285683379243
"DIABRO_005405" 7.24960701811278 7.00417272099323 8.06105036715195 6.82356602579466 7.36736060892278 7.39231039225545
"DIABRO_005406" 9.15358586739501 9.29185238041416 9.09905504367873 9.58588504917557 9.54318441601815 9.34154310489663
"DIABRO_005407" 10.4910107503746 10.5899444191442 10.5601104087195 10.4023644485509 10.6305845411688 10.2645867109416
"DIABRO_005408" 6.49966372920488 5.95923801896697 6.68546389008822 7.00962264066301 5.99547054301798 6.53911418798574
"DIABRO_005410" 7.31373319118892 6.3296273771613 7.57518277045237 6.58950416733413 6.41055039036834 6.66033779135353
"DIABRO_005411" 8.84252307058594 10.0951532410817 7.8079690980013 7.48537165438515 9.83691810392079 7.60152593060671
"DIABRO_005417" 7.15213829367217 6.94983509524242 7.17855654634985 7.14591808996146 7.21858306784335 7.28970729346989
"DIABRO_005420" 6.55097467460001 6.09386350459916 5.78896736693735 6.50429559566843 5.97558400015629 5.69399407127688
"DIABRO_005431" 6.17237591345001 5.31435950923722 6.67153379558048 6.04403421127023 5.48910861798042 6.14750019407605
"DIABRO_005432" 7.18215870485004 7.11439989153707 7.39950577328734 7.35255801869694 6.99911217238314 7.27709254695499
"DIABRO_005433" 6.09621638576507 6.75986270374817 6.726274515586 6.34519462696249 6.84793238425381 6.90467580721751
"DIABRO_005441" 6.06927427631808 7.26734559226079 7.67438909794322 6.17658348806199 7.35037188957244 7.78703511471291
"DIABRO_005442" 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478 5.10409291609478
"DIABRO_005449" 6.28672072542324 5.82558064927863 6.81631495481916 5.96896953501029 6.15568012519531 6.66033779135353
"DIABRO_005458" 5.51575601002663 5.73051859595727 6.43864588119461 5.63862335205249 5.79366841629284 5.90997575168567
"DIABRO_005459" 7.1722295193678 7.80597551178534 8.03673813056318 7.12856806808375 7.70390465382383 7.32072302821453
