"preprocessed" "module_detected" "compared" "submodule_detected"
"DIABRO_034479" TRUE "darkolivegreen" TRUE "blue"
"DIABRO_034481" TRUE "pink" TRUE "lightgreen"
"DIABRO_034485" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_034486" TRUE "yellowgreen" TRUE "yellow"
"DIABRO_034488" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_034489" TRUE "tan" TRUE "purple"
"DIABRO_034492" TRUE "turquoise" TRUE "turquoise"
"DIABRO_034493" TRUE "grey60" TRUE "blue"
"DIABRO_034494" TRUE "saddlebrown" TRUE "brown"
"DIABRO_034495" TRUE "black" TRUE "lightyellow"
"DIABRO_034496" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_034498" TRUE "turquoise" TRUE "yellow"
"DIABRO_034500" TRUE "magenta" TRUE "turquoise"
"DIABRO_034501" TRUE "darkgrey" TRUE "pink"
"DIABRO_034502" TRUE "turquoise" TRUE "magenta"
"DIABRO_034505" TRUE "green" TRUE "turquoise"
"DIABRO_034507" TRUE "brown" TRUE "black"
"DIABRO_034508" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_034509" TRUE "brown" TRUE "salmon"
"DIABRO_034513" TRUE "turquoise" TRUE "black"
"DIABRO_034515" TRUE "grey60" TRUE "turquoise"
"DIABRO_034516" TRUE "lightgreen" TRUE "blue"
"DIABRO_034517" TRUE "darkgreen" TRUE "blue"
"DIABRO_034518" TRUE "grey60" TRUE "turquoise"
"DIABRO_034522" TRUE "magenta" TRUE "turquoise"
"DIABRO_034523" TRUE "white" TRUE "turquoise"
"DIABRO_034527" TRUE "orange" TRUE "yellow"
"DIABRO_034528" TRUE "darkgrey" TRUE "brown"
"DIABRO_034530" TRUE "lightcyan" TRUE "brown"
"DIABRO_034532" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_034533" TRUE "plum1" TRUE "brown"
"DIABRO_034534" TRUE "turquoise" TRUE "yellow"
"DIABRO_034537" TRUE "turquoise" TRUE "turquoise"
"DIABRO_034538" TRUE "steelblue" TRUE "brown"
"DIABRO_034540" TRUE "sienna3" TRUE "turquoise"
"DIABRO_034545" TRUE "tan" TRUE "purple"
"DIABRO_034546" TRUE "red" TRUE "magenta"
"DIABRO_034547" TRUE "magenta" TRUE "turquoise"
"DIABRO_034551" TRUE "brown" TRUE "lightcyan"
"DIABRO_034555" TRUE "black" TRUE "brown"
"DIABRO_034556" TRUE "violet" TRUE "turquoise"
"DIABRO_034558" TRUE "darkred" TRUE "yellow"
"DIABRO_034560" TRUE "black" TRUE "green"
"DIABRO_034563" TRUE "lightcyan" TRUE "midnightblue"
"DIABRO_034564" TRUE "darkred" TRUE "magenta"
"DIABRO_034565" TRUE "lightcyan" TRUE "purple"
"DIABRO_034567" TRUE "yellow" TRUE "yellow"
"DIABRO_034570" TRUE "yellow" TRUE "brown"
"DIABRO_034571" TRUE "white" TRUE "yellow"
"DIABRO_034572" TRUE "purple" TRUE "brown"
"DIABRO_034578" TRUE "turquoise" TRUE "tan"
"DIABRO_034579" TRUE "brown" TRUE "blue"
"DIABRO_034581" TRUE "turquoise" TRUE "pink"
"DIABRO_034583" TRUE "brown" TRUE "turquoise"
"DIABRO_034584" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_034586" TRUE "salmon" TRUE "black"
"DIABRO_034588" TRUE "pink" TRUE "lightyellow"
"DIABRO_034590" TRUE "turquoise" TRUE "pink"
"DIABRO_034606" TRUE "paleturquoise" TRUE "blue"
"DIABRO_034615" TRUE "magenta" TRUE "green"
"DIABRO_034618" TRUE "purple" TRUE "turquoise"
"DIABRO_034619" TRUE "grey60" TRUE "blue"
"DIABRO_034621" TRUE "purple" TRUE "green"
"DIABRO_034622" TRUE "magenta" TRUE "turquoise"
"DIABRO_034625" TRUE "magenta" TRUE "turquoise"
"DIABRO_034632" TRUE "grey60" TRUE "turquoise"
"DIABRO_034637" TRUE "red" TRUE "brown"
"DIABRO_034638" TRUE "salmon" TRUE "blue"
"DIABRO_034639" TRUE "salmon" TRUE "cyan"
"DIABRO_034642" TRUE "darkolivegreen" TRUE "turquoise"
"DIABRO_034643" TRUE "skyblue3" TRUE "brown"
"DIABRO_034644" TRUE "salmon" TRUE "magenta"
"DIABRO_034645" TRUE "black" TRUE "blue"
"DIABRO_034650" TRUE "turquoise" TRUE "yellow"
"DIABRO_034652" TRUE "royalblue" TRUE "purple"
"DIABRO_034654" TRUE "green" TRUE "turquoise"
"DIABRO_034655" TRUE "grey60" TRUE "turquoise"
"DIABRO_034656" TRUE "turquoise" TRUE "midnightblue"
"DIABRO_034657" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_034659" TRUE "red" TRUE "turquoise"
"DIABRO_034660" TRUE "lightgreen" TRUE "green"
"DIABRO_034661" TRUE "magenta" TRUE "turquoise"
"DIABRO_034663" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_034664" TRUE "greenyellow" TRUE "yellow"
"DIABRO_034667" TRUE "lightcyan" TRUE "midnightblue"
"DIABRO_034670" TRUE "blue" TRUE "pink"
"DIABRO_034671" TRUE "yellow" TRUE "darkred"
"DIABRO_034672" TRUE "darkgrey" TRUE "green"
"DIABRO_034675" TRUE "purple" TRUE "purple"
"DIABRO_034676" TRUE "red" TRUE "blue"
"DIABRO_034677" TRUE "turquoise" TRUE "blue"
"DIABRO_034678" TRUE "yellow" TRUE "black"
"DIABRO_034682" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_034683" TRUE "blue" TRUE "saddlebrown"
"DIABRO_034684" TRUE "skyblue3" TRUE "turquoise"
"DIABRO_034685" TRUE "lightcyan" TRUE "blue"
"DIABRO_034686" TRUE "brown" TRUE "green"
"DIABRO_034687" TRUE "brown" TRUE "midnightblue"
"DIABRO_034688" TRUE "paleturquoise" TRUE "blue"
"DIABRO_034689" TRUE "paleturquoise" TRUE "blue"
"DIABRO_034690" TRUE "grey" TRUE "grey"
"DIABRO_034693" TRUE "grey60" TRUE "turquoise"
"DIABRO_034694" TRUE "lightcyan" TRUE "yellow"
"DIABRO_034695" TRUE "mediumpurple3" TRUE "turquoise"
"DIABRO_034696" TRUE "saddlebrown" TRUE "blue"
"DIABRO_034698" TRUE "green" TRUE "turquoise"
"DIABRO_034699" TRUE "steelblue" TRUE "turquoise"
"DIABRO_034701" TRUE "green" TRUE "turquoise"
"DIABRO_034703" TRUE "lightgreen" TRUE "yellow"
"DIABRO_034705" TRUE "yellow" TRUE "midnightblue"
"DIABRO_034706" TRUE "pink" TRUE "purple"
"DIABRO_034707" TRUE "brown" TRUE "magenta"
"DIABRO_034708" TRUE "white" TRUE "turquoise"
"DIABRO_034709" TRUE "purple" TRUE "yellow"
"DIABRO_034712" TRUE "purple" TRUE "purple"
"DIABRO_034713" TRUE "turquoise" TRUE "purple"
"DIABRO_034714" TRUE "darkgreen" TRUE "yellow"
"DIABRO_034717" TRUE "darkorange" TRUE "green"
"DIABRO_034718" TRUE "grey" TRUE "grey"
"DIABRO_034720" TRUE "brown" TRUE "darkorange"
"DIABRO_034722" TRUE "turquoise" TRUE "purple"
"DIABRO_034723" TRUE "tan" TRUE "turquoise"
"DIABRO_034727" TRUE "darkgrey" TRUE "blue"
"DIABRO_034734" TRUE "greenyellow" TRUE "greenyellow"
"DIABRO_034735" TRUE "orangered4" TRUE "turquoise"
"DIABRO_034739" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_034741" TRUE "brown" TRUE "blue"
"DIABRO_034742" TRUE "red" TRUE "pink"
"DIABRO_034744" TRUE "red" TRUE "greenyellow"
"DIABRO_034748" TRUE "yellow" TRUE "darkgrey"
"DIABRO_034751" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_034752" TRUE "darkmagenta" TRUE "green"
"DIABRO_034757" TRUE "purple" TRUE "magenta"
"DIABRO_034760" TRUE "salmon" TRUE "brown"
"DIABRO_034762" TRUE "grey60" TRUE "turquoise"
"DIABRO_034763" TRUE "green" TRUE "turquoise"
"DIABRO_034765" TRUE "blue" TRUE "tan"
"DIABRO_034766" TRUE "darkgrey" TRUE "red"
"DIABRO_034768" TRUE "midnightblue" TRUE "black"
"DIABRO_034769" TRUE "red" TRUE "pink"
"DIABRO_034771" TRUE "orangered4" TRUE "turquoise"
"DIABRO_034773" TRUE "blue" TRUE "blue"
"DIABRO_034774" TRUE "magenta" TRUE "greenyellow"
"DIABRO_034775" TRUE "black" TRUE "yellow"
"DIABRO_034776" TRUE "lightcyan" TRUE "red"
"DIABRO_034777" TRUE "steelblue" TRUE "blue"
"DIABRO_034779" TRUE "turquoise" TRUE "brown"
"DIABRO_034780" TRUE "royalblue" TRUE "brown"
"DIABRO_034781" TRUE "darkturquoise" TRUE "brown"
"DIABRO_034782" TRUE "turquoise" TRUE "turquoise"
"DIABRO_034788" TRUE "green" TRUE "turquoise"
"DIABRO_034790" TRUE "turquoise" TRUE "yellow"
"DIABRO_034791" TRUE "lightyellow" TRUE "yellow"
"DIABRO_034792" TRUE "plum1" TRUE "turquoise"
"DIABRO_034793" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_034796" TRUE "blue" TRUE "greenyellow"
"DIABRO_034800" TRUE "darkgrey" TRUE "blue"
"DIABRO_034802" TRUE "darkolivegreen" TRUE "turquoise"
"DIABRO_034803" TRUE "pink" TRUE "turquoise"
"DIABRO_034806" TRUE "royalblue" TRUE "pink"
"DIABRO_034810" TRUE "yellow" TRUE "lightcyan"
"DIABRO_034811" TRUE "turquoise" TRUE "yellow"
"DIABRO_034822" TRUE "red" TRUE "turquoise"
"DIABRO_034823" TRUE "turquoise" TRUE "turquoise"
"DIABRO_034834" TRUE "green" TRUE "turquoise"
"DIABRO_034841" TRUE "brown" TRUE "midnightblue"
"DIABRO_034842" TRUE "purple" TRUE "green"
"DIABRO_034843" TRUE "green" TRUE "turquoise"
"DIABRO_034846" TRUE "blue" TRUE "yellow"
"DIABRO_034848" TRUE "pink" TRUE "salmon"
"DIABRO_034849" TRUE "plum1" TRUE "brown"
"DIABRO_034850" TRUE "cyan" TRUE "red"
"DIABRO_034855" TRUE "blue" TRUE "salmon"
"DIABRO_034856" TRUE "magenta" TRUE "blue"
"DIABRO_034857" TRUE "lightcyan" TRUE "purple"
"DIABRO_034862" TRUE "darkturquoise" TRUE "green"
"DIABRO_034874" TRUE "blue" TRUE "magenta"
"DIABRO_034881" TRUE "brown" TRUE "darkred"
"DIABRO_034884" TRUE "brown" TRUE "brown"
"DIABRO_034887" TRUE "salmon" TRUE "yellow"
"DIABRO_034889" TRUE "salmon" TRUE "black"
"DIABRO_034891" TRUE "tan" TRUE "turquoise"
"DIABRO_034892" TRUE "darkgrey" TRUE "red"
"DIABRO_034894" TRUE "orange" TRUE "blue"
"DIABRO_034895" TRUE "royalblue" TRUE "brown"
"DIABRO_034896" TRUE "greenyellow" TRUE "brown"
"DIABRO_034897" TRUE "darkgrey" TRUE "yellow"
"DIABRO_034898" TRUE "darkmagenta" TRUE "blue"
"DIABRO_034899" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_034900" TRUE "yellow" TRUE "yellow"
"DIABRO_034902" TRUE "skyblue3" TRUE "blue"
"DIABRO_034903" TRUE "red" TRUE "black"
"DIABRO_034908" TRUE "midnightblue" TRUE "blue"
"DIABRO_034909" TRUE "grey60" TRUE "turquoise"
"DIABRO_034910" TRUE "grey60" TRUE "blue"
"DIABRO_034911" TRUE "blue" TRUE "orange"
"DIABRO_034915" TRUE "brown" TRUE "red"
"DIABRO_034918" TRUE "brown" TRUE "white"
"DIABRO_034919" TRUE "grey" TRUE "grey"
"DIABRO_034922" TRUE "magenta" TRUE "black"
"DIABRO_034924" TRUE "yellow" TRUE "pink"
"DIABRO_034926" TRUE "orange" TRUE "blue"
"DIABRO_034928" TRUE "grey" TRUE "grey"
"DIABRO_034930" TRUE "pink" TRUE "brown"
"DIABRO_034931" TRUE "salmon" TRUE "brown"
"DIABRO_034932" TRUE "white" TRUE "yellow"
"DIABRO_034934" TRUE "white" FALSE "gray"
"DIABRO_034936" TRUE "green" TRUE "turquoise"
"DIABRO_034937" TRUE "purple" TRUE "salmon"
"DIABRO_034938" TRUE "purple" TRUE "purple"
"DIABRO_034944" TRUE "lightcyan" TRUE "greenyellow"
"DIABRO_034946" TRUE "darkred" TRUE "turquoise"
"DIABRO_034947" TRUE "darkgrey" TRUE "pink"
"DIABRO_034948" TRUE "brown" TRUE "darkgreen"
"DIABRO_034953" TRUE "steelblue" TRUE "yellow"
"DIABRO_034954" TRUE "lightyellow" TRUE "blue"
"DIABRO_034957" TRUE "sienna3" TRUE "blue"
"DIABRO_034960" TRUE "white" TRUE "turquoise"
"DIABRO_034961" TRUE "grey60" TRUE "turquoise"
"DIABRO_034963" TRUE "turquoise" TRUE "turquoise"
"DIABRO_034964" TRUE "turquoise" TRUE "turquoise"
"DIABRO_034967" TRUE "tan" TRUE "brown"
"DIABRO_034968" TRUE "lightgreen" TRUE "blue"
"DIABRO_034969" TRUE "greenyellow" TRUE "purple"
"DIABRO_034970" TRUE "grey60" TRUE "turquoise"
"DIABRO_034972" TRUE "paleturquoise" TRUE "brown"
"DIABRO_034973" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_034974" TRUE "skyblue" TRUE "turquoise"
"DIABRO_034977" TRUE "red" TRUE "pink"
"DIABRO_034978" TRUE "blue" TRUE "skyblue"
"DIABRO_034982" TRUE "green" TRUE "turquoise"
"DIABRO_034984" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_034990" TRUE "midnightblue" TRUE "magenta"
"DIABRO_034991" TRUE "pink" TRUE "brown"
"DIABRO_034992" TRUE "red" TRUE "red"
"DIABRO_034997" TRUE "midnightblue" TRUE "blue"
"DIABRO_035002" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035003" TRUE "turquoise" TRUE "brown"
"DIABRO_035005" TRUE "turquoise" TRUE "brown"
"DIABRO_035007" TRUE "royalblue" TRUE "brown"
"DIABRO_035008" TRUE "midnightblue" TRUE "green"
"DIABRO_035009" TRUE "magenta" TRUE "blue"
"DIABRO_035015" TRUE "pink" FALSE "gray"
"DIABRO_035022" TRUE "turquoise" TRUE "brown"
"DIABRO_035023" TRUE "yellow" TRUE "greenyellow"
"DIABRO_035027" TRUE "brown" TRUE "turquoise"
"DIABRO_035030" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_035039" TRUE "green" TRUE "turquoise"
"DIABRO_035048" TRUE "red" TRUE "brown"
"DIABRO_035050" TRUE "magenta" TRUE "brown"
"DIABRO_035052" TRUE "black" TRUE "turquoise"
"DIABRO_035054" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035057" TRUE "mediumpurple3" TRUE "blue"
"DIABRO_035061" TRUE "skyblue3" TRUE "yellow"
"DIABRO_035065" TRUE "blue" TRUE "white"
"DIABRO_035076" TRUE "red" TRUE "blue"
"DIABRO_035077" TRUE "paleturquoise" TRUE "blue"
"DIABRO_035078" TRUE "royalblue" TRUE "turquoise"
"DIABRO_035079" TRUE "purple" TRUE "turquoise"
"DIABRO_035080" TRUE "green" TRUE "turquoise"
"DIABRO_035085" TRUE "brown" TRUE "greenyellow"
"DIABRO_035086" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_035090" TRUE "pink" TRUE "tan"
"DIABRO_035092" TRUE "black" TRUE "turquoise"
"DIABRO_035093" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035101" TRUE "turquoise" TRUE "yellow"
"DIABRO_035107" TRUE "darkturquoise" TRUE "brown"
"DIABRO_035109" TRUE "darkred" TRUE "pink"
"DIABRO_035110" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035111" TRUE "turquoise" TRUE "darkred"
"DIABRO_035113" TRUE "lightgreen" TRUE "green"
"DIABRO_035114" TRUE "yellow" TRUE "turquoise"
"DIABRO_035116" TRUE "magenta" TRUE "blue"
"DIABRO_035117" TRUE "turquoise" TRUE "black"
"DIABRO_035118" TRUE "turquoise" TRUE "blue"
"DIABRO_035119" TRUE "turquoise" TRUE "black"
"DIABRO_035121" TRUE "turquoise" TRUE "black"
"DIABRO_035122" TRUE "darkgreen" TRUE "blue"
"DIABRO_035123" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_035127" TRUE "tan" TRUE "turquoise"
"DIABRO_035128" TRUE "tan" TRUE "turquoise"
"DIABRO_035129" TRUE "lightyellow" TRUE "blue"
"DIABRO_035130" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035132" TRUE "darkgreen" TRUE "blue"
"DIABRO_035133" TRUE "yellow" TRUE "cyan"
"DIABRO_035134" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_035137" TRUE "yellow" TRUE "greenyellow"
"DIABRO_035140" TRUE "greenyellow" TRUE "greenyellow"
"DIABRO_035141" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_035142" TRUE "saddlebrown" TRUE "blue"
"DIABRO_035143" TRUE "greenyellow" TRUE "blue"
"DIABRO_035146" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_035149" TRUE "salmon" TRUE "green"
"DIABRO_035150" TRUE "turquoise" TRUE "blue"
"DIABRO_035151" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035152" TRUE "plum1" TRUE "turquoise"
"DIABRO_035153" TRUE "magenta" TRUE "turquoise"
"DIABRO_035155" TRUE "turquoise" TRUE "brown"
"DIABRO_035160" TRUE "yellow" TRUE "salmon"
"DIABRO_035165" TRUE "purple" TRUE "black"
"DIABRO_035167" TRUE "red" TRUE "black"
"DIABRO_035168" TRUE "lightcyan" TRUE "purple"
"DIABRO_035169" TRUE "green" TRUE "turquoise"
"DIABRO_035170" TRUE "darkred" TRUE "pink"
"DIABRO_035175" TRUE "white" TRUE "brown"
"DIABRO_035179" TRUE "pink" TRUE "greenyellow"
"DIABRO_035180" TRUE "orange" TRUE "turquoise"
"DIABRO_035181" TRUE "lightcyan" TRUE "red"
"DIABRO_035182" TRUE "paleturquoise" TRUE "blue"
"DIABRO_035183" TRUE "brown" TRUE "black"
"DIABRO_035184" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_035186" TRUE "turquoise" TRUE "green"
"DIABRO_035187" TRUE "darkgrey" TRUE "magenta"
"DIABRO_035188" TRUE "tan" TRUE "black"
"DIABRO_035190" TRUE "green" TRUE "turquoise"
"DIABRO_035191" TRUE "brown" TRUE "white"
"DIABRO_035192" TRUE "grey60" TRUE "turquoise"
"DIABRO_035204" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_035205" TRUE "yellow" TRUE "black"
"DIABRO_035206" TRUE "cyan" TRUE "turquoise"
"DIABRO_035213" TRUE "red" TRUE "turquoise"
"DIABRO_035215" TRUE "lightgreen" TRUE "green"
"DIABRO_035216" TRUE "sienna3" TRUE "green"
"DIABRO_035218" TRUE "pink" TRUE "greenyellow"
"DIABRO_035219" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_035220" TRUE "black" TRUE "purple"
"DIABRO_035221" TRUE "grey" TRUE "grey"
"DIABRO_035222" TRUE "saddlebrown" TRUE "blue"
"DIABRO_035223" TRUE "greenyellow" TRUE "magenta"
"DIABRO_035225" TRUE "green" TRUE "turquoise"
"DIABRO_035226" TRUE "darkgreen" TRUE "brown"
"DIABRO_035227" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_035230" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035235" TRUE "darkred" TRUE "turquoise"
"DIABRO_035236" TRUE "red" TRUE "brown"
"DIABRO_035237" TRUE "purple" TRUE "turquoise"
"DIABRO_035240" TRUE "grey60" TRUE "blue"
"DIABRO_035242" TRUE "salmon" TRUE "blue"
"DIABRO_035244" TRUE "red" TRUE "turquoise"
"DIABRO_035245" TRUE "red" TRUE "turquoise"
"DIABRO_035253" TRUE "royalblue" TRUE "black"
"DIABRO_035254" TRUE "magenta" TRUE "turquoise"
"DIABRO_035255" TRUE "green" TRUE "turquoise"
"DIABRO_035259" TRUE "steelblue" FALSE "gray"
"DIABRO_035270" TRUE "steelblue" FALSE "gray"
"DIABRO_035276" TRUE "brown" TRUE "blue"
"DIABRO_035278" TRUE "royalblue" TRUE "turquoise"
"DIABRO_035282" TRUE "darkorange" TRUE "black"
"DIABRO_035283" TRUE "turquoise" TRUE "yellow"
"DIABRO_035284" TRUE "darkgrey" TRUE "black"
"DIABRO_035285" TRUE "turquoise" TRUE "salmon"
"DIABRO_035286" TRUE "darkred" TRUE "turquoise"
"DIABRO_035289" TRUE "grey60" TRUE "turquoise"
"DIABRO_035290" TRUE "blue" TRUE "turquoise"
"DIABRO_035291" TRUE "darkgrey" TRUE "pink"
"DIABRO_035292" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_035295" TRUE "blue" TRUE "greenyellow"
"DIABRO_035296" TRUE "darkred" TRUE "yellow"
"DIABRO_035297" TRUE "lightgreen" TRUE "blue"
"DIABRO_035298" TRUE "skyblue3" TRUE "turquoise"
"DIABRO_035300" TRUE "yellow" TRUE "lightgreen"
"DIABRO_035302" TRUE "darkorange" TRUE "yellow"
"DIABRO_035306" TRUE "yellow" TRUE "turquoise"
"DIABRO_035307" TRUE "red" TRUE "turquoise"
"DIABRO_035309" TRUE "yellow" TRUE "darkgrey"
"DIABRO_035311" TRUE "red" TRUE "yellow"
"DIABRO_035312" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_035313" TRUE "turquoise" TRUE "lightcyan"
"DIABRO_035314" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_035315" TRUE "green" TRUE "turquoise"
"DIABRO_035317" TRUE "pink" TRUE "salmon"
"DIABRO_035319" TRUE "blue" TRUE "purple"
"DIABRO_035320" TRUE "turquoise" TRUE "magenta"
"DIABRO_035321" TRUE "yellow" TRUE "turquoise"
"DIABRO_035324" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035325" TRUE "pink" TRUE "turquoise"
"DIABRO_035326" TRUE "lightcyan" TRUE "midnightblue"
"DIABRO_035327" TRUE "black" TRUE "pink"
"DIABRO_035328" TRUE "green" TRUE "turquoise"
"DIABRO_035329" TRUE "turquoise" TRUE "brown"
"DIABRO_035330" TRUE "blue" TRUE "darkgreen"
"DIABRO_035331" TRUE "blue" TRUE "tan"
"DIABRO_035332" TRUE "yellow" TRUE "darkturquoise"
"DIABRO_035336" TRUE "paleturquoise" TRUE "blue"
"DIABRO_035337" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_035338" TRUE "brown" TRUE "turquoise"
"DIABRO_035339" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_035340" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035344" TRUE "royalblue" TRUE "turquoise"
"DIABRO_035345" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_035348" TRUE "cyan" TRUE "magenta"
"DIABRO_035349" TRUE "red" TRUE "magenta"
"DIABRO_035350" TRUE "magenta" TRUE "red"
"DIABRO_035351" TRUE "cyan" TRUE "turquoise"
"DIABRO_035352" TRUE "magenta" TRUE "turquoise"
"DIABRO_035354" TRUE "violet" TRUE "brown"
"DIABRO_035355" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_035356" TRUE "turquoise" TRUE "black"
"DIABRO_035361" TRUE "cyan" TRUE "red"
"DIABRO_035362" TRUE "green" TRUE "turquoise"
"DIABRO_035365" TRUE "cyan" TRUE "yellow"
"DIABRO_035366" TRUE "blue" TRUE "skyblue"
"DIABRO_035368" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_035369" TRUE "green" TRUE "turquoise"
"DIABRO_035370" TRUE "midnightblue" TRUE "green"
"DIABRO_035371" TRUE "lightgreen" TRUE "brown"
"DIABRO_035372" TRUE "magenta" TRUE "greenyellow"
"DIABRO_035373" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035374" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_035375" TRUE "green" TRUE "turquoise"
"DIABRO_035376" TRUE "grey60" TRUE "turquoise"
"DIABRO_035378" TRUE "lightyellow" TRUE "blue"
"DIABRO_035379" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035381" TRUE "blue" TRUE "pink"
"DIABRO_035382" TRUE "paleturquoise" TRUE "brown"
"DIABRO_035383" TRUE "magenta" TRUE "yellow"
"DIABRO_035395" TRUE "white" TRUE "green"
"DIABRO_035396" TRUE "brown" TRUE "yellow"
"DIABRO_035402" TRUE "darkorange" TRUE "yellow"
"DIABRO_035403" TRUE "darkorange" TRUE "turquoise"
"DIABRO_035404" TRUE "purple" TRUE "pink"
"DIABRO_035410" TRUE "salmon" TRUE "brown"
"DIABRO_035411" TRUE "orange" TRUE "blue"
"DIABRO_035413" TRUE "turquoise" TRUE "cyan"
"DIABRO_035414" TRUE "darkgreen" TRUE "brown"
"DIABRO_035415" TRUE "yellow" TRUE "grey60"
"DIABRO_035417" TRUE "darkgreen" TRUE "blue"
"DIABRO_035418" TRUE "green" TRUE "turquoise"
"DIABRO_035420" TRUE "black" TRUE "cyan"
"DIABRO_035421" TRUE "blue" TRUE "darkred"
"DIABRO_035423" TRUE "plum1" TRUE "blue"
"DIABRO_035424" TRUE "steelblue" TRUE "blue"
"DIABRO_035426" TRUE "red" TRUE "yellow"
"DIABRO_035427" TRUE "midnightblue" TRUE "yellow"
"DIABRO_035428" TRUE "tan" TRUE "turquoise"
"DIABRO_035429" TRUE "green" TRUE "turquoise"
"DIABRO_035430" TRUE "lightgreen" TRUE "blue"
"DIABRO_035431" TRUE "saddlebrown" TRUE "blue"
"DIABRO_035434" TRUE "blue" TRUE "yellow"
"DIABRO_035438" TRUE "magenta" TRUE "turquoise"
"DIABRO_035442" TRUE "turquoise" TRUE "turquoise"
"DIABRO_035447" TRUE "red" TRUE "turquoise"
"DIABRO_035449" TRUE "pink" TRUE "green"
"DIABRO_035450" TRUE "cyan" TRUE "turquoise"
"DIABRO_035451" TRUE "blue" TRUE "yellow"
"DIABRO_035455" TRUE "black" TRUE "turquoise"
"DIABRO_035456" TRUE "pink" TRUE "yellow"
"DIABRO_035457" TRUE "turquoise" TRUE "blue"
"DIABRO_035458" TRUE "brown" TRUE "lightcyan"
"DIABRO_035459" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_035461" TRUE "brown" TRUE "darkred"
"DIABRO_035462" TRUE "green" TRUE "turquoise"
"DIABRO_035464" TRUE "lightcyan" TRUE "greenyellow"
"DIABRO_035466" TRUE "brown" TRUE "turquoise"
"DIABRO_035467" TRUE "darkgrey" TRUE "magenta"
"DIABRO_035469" TRUE "cyan" TRUE "red"
"DIABRO_035470" TRUE "red" TRUE "turquoise"
"DIABRO_035471" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_035472" TRUE "blue" TRUE "cyan"
"DIABRO_035473" TRUE "turquoise" TRUE "salmon"
"DIABRO_035476" TRUE "red" TRUE "blue"
"DIABRO_035477" TRUE "purple" TRUE "blue"
"DIABRO_035478" TRUE "darkolivegreen" TRUE "turquoise"
"DIABRO_035479" TRUE "yellowgreen" TRUE "yellow"
"DIABRO_035480" TRUE "yellow" TRUE "blue"
"DIABRO_035481" TRUE "yellow" TRUE "blue"
"DIABRO_035482" TRUE "black" TRUE "turquoise"
"DIABRO_035483" TRUE "black" TRUE "blue"
"DIABRO_035484" TRUE "greenyellow" TRUE "brown"
"DIABRO_035485" TRUE "orangered4" TRUE "brown"
"DIABRO_035487" TRUE "darkorange" TRUE "black"
"DIABRO_035489" TRUE "cyan" TRUE "greenyellow"
"DIABRO_035492" TRUE "darkgreen" TRUE "blue"
"DIABRO_035494" TRUE "royalblue" TRUE "red"
"DIABRO_035495" TRUE "skyblue" TRUE "green"
"DIABRO_035496" TRUE "pink" TRUE "purple"
"DIABRO_035498" TRUE "pink" TRUE "magenta"
