"preprocessed" "module_detected" "compared" "submodule_detected"
"DIABRO_009713" TRUE "white" TRUE "blue"
"DIABRO_009714" TRUE "pink" TRUE "purple"
"DIABRO_009715" TRUE "magenta" TRUE "turquoise"
"DIABRO_009716" TRUE "darkred" TRUE "turquoise"
"DIABRO_009717" TRUE "red" TRUE "black"
"DIABRO_009718" TRUE "purple" TRUE "red"
"DIABRO_009720" TRUE "midnightblue" TRUE "yellow"
"DIABRO_009721" TRUE "darkorange" TRUE "turquoise"
"DIABRO_009722" TRUE "darkturquoise" TRUE "blue"
"DIABRO_009723" TRUE "green" TRUE "turquoise"
"DIABRO_009724" TRUE "yellow" TRUE "blue"
"DIABRO_009725" TRUE "turquoise" TRUE "turquoise"
"DIABRO_009728" TRUE "plum1" TRUE "green"
"DIABRO_009729" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_009730" TRUE "salmon" TRUE "turquoise"
"DIABRO_009732" TRUE "pink" TRUE "midnightblue"
"DIABRO_009736" TRUE "brown" TRUE "midnightblue"
"DIABRO_009737" TRUE "tan" TRUE "magenta"
"DIABRO_009738" TRUE "blue" TRUE "saddlebrown"
"DIABRO_009739" TRUE "tan" TRUE "red"
"DIABRO_009740" TRUE "skyblue" TRUE "green"
"DIABRO_009751" TRUE "black" TRUE "purple"
"DIABRO_009756" TRUE "purple" TRUE "greenyellow"
"DIABRO_009757" TRUE "tan" TRUE "brown"
"DIABRO_009758" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_009759" TRUE "tan" FALSE "gray"
"DIABRO_009762" TRUE "black" TRUE "turquoise"
"DIABRO_009763" TRUE "greenyellow" TRUE "brown"
"DIABRO_009765" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_009766" TRUE "black" TRUE "turquoise"
"DIABRO_009770" TRUE "mediumpurple3" TRUE "turquoise"
"DIABRO_009774" TRUE "darkturquoise" TRUE "blue"
"DIABRO_009775" TRUE "sienna3" TRUE "turquoise"
"DIABRO_009778" TRUE "black" TRUE "yellow"
"DIABRO_009779" TRUE "black" TRUE "yellow"
"DIABRO_009787" TRUE "turquoise" TRUE "black"
"DIABRO_009790" TRUE "blue" TRUE "cyan"
"DIABRO_009791" TRUE "purple" TRUE "pink"
"DIABRO_009794" TRUE "saddlebrown" TRUE "blue"
"DIABRO_009798" TRUE "midnightblue" TRUE "purple"
"DIABRO_009802" TRUE "black" TRUE "salmon"
"DIABRO_009803" TRUE "black" TRUE "magenta"
"DIABRO_009804" TRUE "black" TRUE "lightyellow"
"DIABRO_009805" TRUE "steelblue" TRUE "turquoise"
"DIABRO_009807" TRUE "black" TRUE "cyan"
"DIABRO_009809" TRUE "mediumpurple3" TRUE "brown"
"DIABRO_009811" TRUE "blue" TRUE "red"
"DIABRO_009812" TRUE "red" TRUE "turquoise"
"DIABRO_009813" TRUE "yellow" TRUE "turquoise"
"DIABRO_009814" TRUE "blue" TRUE "pink"
"DIABRO_009815" TRUE "tan" TRUE "turquoise"
"DIABRO_009816" TRUE "brown" TRUE "purple"
"DIABRO_009817" TRUE "brown" TRUE "darkorange"
"DIABRO_009819" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_009822" TRUE "lightgreen" TRUE "brown"
"DIABRO_009823" TRUE "salmon" TRUE "yellow"
"DIABRO_009824" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_009825" TRUE "yellow" TRUE "blue"
"DIABRO_009826" TRUE "turquoise" TRUE "brown"
"DIABRO_009827" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_009828" TRUE "turquoise" TRUE "yellow"
"DIABRO_009829" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_009830" TRUE "tan" TRUE "brown"
"DIABRO_009831" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_009833" TRUE "skyblue" TRUE "red"
"DIABRO_009835" TRUE "blue" TRUE "cyan"
"DIABRO_009836" TRUE "tan" TRUE "turquoise"
"DIABRO_009837" TRUE "red" TRUE "purple"
"DIABRO_009842" TRUE "tan" TRUE "turquoise"
"DIABRO_009843" TRUE "green" TRUE "turquoise"
"DIABRO_009844" TRUE "skyblue3" TRUE "turquoise"
"DIABRO_009845" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_009846" TRUE "pink" TRUE "lightyellow"
"DIABRO_009847" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_009848" TRUE "red" TRUE "green"
"DIABRO_009849" TRUE "royalblue" TRUE "purple"
"DIABRO_009852" TRUE "lightcyan" TRUE "black"
"DIABRO_009853" TRUE "yellowgreen" TRUE "yellow"
"DIABRO_009854" TRUE "purple" TRUE "blue"
"DIABRO_009855" TRUE "pink" TRUE "midnightblue"
"DIABRO_009856" TRUE "brown" TRUE "salmon"
"DIABRO_009859" TRUE "green" TRUE "turquoise"
"DIABRO_009861" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_009862" TRUE "darkgrey" TRUE "green"
"DIABRO_009864" TRUE "red" TRUE "green"
"DIABRO_009865" TRUE "darkred" TRUE "magenta"
"DIABRO_009866" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_009867" TRUE "greenyellow" TRUE "black"
"DIABRO_009868" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_009869" TRUE "salmon" TRUE "brown"
"DIABRO_009875" TRUE "yellow" TRUE "red"
"DIABRO_009876" TRUE "grey60" TRUE "blue"
"DIABRO_009877" TRUE "sienna3" TRUE "blue"
"DIABRO_009878" TRUE "royalblue" TRUE "yellow"
"DIABRO_009881" TRUE "darkgrey" TRUE "green"
"DIABRO_009882" TRUE "orangered4" TRUE "brown"
"DIABRO_009883" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_009884" TRUE "black" TRUE "purple"
"DIABRO_009885" TRUE "lightgreen" TRUE "green"
"DIABRO_009886" TRUE "darkorange" TRUE "green"
"DIABRO_009887" TRUE "salmon" TRUE "greenyellow"
"DIABRO_009889" TRUE "magenta" TRUE "blue"
"DIABRO_009890" TRUE "royalblue" TRUE "turquoise"
"DIABRO_009891" TRUE "darkturquoise" TRUE "green"
"DIABRO_009893" TRUE "green" TRUE "turquoise"
"DIABRO_009894" TRUE "lightyellow" TRUE "green"
"DIABRO_009895" TRUE "orange" TRUE "blue"
"DIABRO_009896" TRUE "yellow" TRUE "blue"
"DIABRO_009897" TRUE "red" TRUE "turquoise"
"DIABRO_009898" TRUE "grey60" TRUE "blue"
"DIABRO_009899" TRUE "red" TRUE "green"
"DIABRO_009900" TRUE "darkolivegreen" TRUE "blue"
"DIABRO_009901" TRUE "skyblue" TRUE "yellow"
"DIABRO_009902" TRUE "blue" TRUE "darkorange"
"DIABRO_009904" TRUE "greenyellow" TRUE "blue"
"DIABRO_009905" TRUE "red" TRUE "brown"
"DIABRO_009907" TRUE "brown" TRUE "turquoise"
"DIABRO_009908" TRUE "grey60" TRUE "blue"
"DIABRO_009909" TRUE "black" TRUE "turquoise"
"DIABRO_009916" TRUE "magenta" TRUE "greenyellow"
"DIABRO_009917" TRUE "black" TRUE "turquoise"
"DIABRO_009920" TRUE "magenta" TRUE "turquoise"
"DIABRO_009924" TRUE "tan" TRUE "turquoise"
"DIABRO_009925" TRUE "pink" TRUE "green"
"DIABRO_009926" TRUE "yellow" TRUE "pink"
"DIABRO_009927" TRUE "magenta" TRUE "turquoise"
"DIABRO_009928" TRUE "brown" TRUE "violet"
"DIABRO_009929" TRUE "yellow" TRUE "yellow"
"DIABRO_009931" TRUE "blue" TRUE "turquoise"
"DIABRO_009934" TRUE "turquoise" TRUE "lightcyan"
"DIABRO_009935" TRUE "turquoise" TRUE "yellow"
"DIABRO_009937" TRUE "green" TRUE "turquoise"
"DIABRO_009938" TRUE "orange" TRUE "red"
"DIABRO_009941" TRUE "green" TRUE "turquoise"
"DIABRO_009942" TRUE "brown" TRUE "red"
"DIABRO_009943" TRUE "yellow" TRUE "darkred"
"DIABRO_009944" TRUE "yellow" TRUE "purple"
"DIABRO_009945" TRUE "red" TRUE "green"
"DIABRO_009946" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_009947" TRUE "saddlebrown" TRUE "turquoise"
"DIABRO_009948" TRUE "darkgreen" TRUE "red"
"DIABRO_009949" TRUE "magenta" TRUE "yellow"
"DIABRO_009950" TRUE "green" TRUE "turquoise"
"DIABRO_009951" TRUE "magenta" TRUE "green"
"DIABRO_009952" TRUE "black" TRUE "black"
"DIABRO_009953" TRUE "brown" TRUE "violet"
"DIABRO_009954" TRUE "yellow" TRUE "greenyellow"
"DIABRO_009955" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_009956" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_009957" TRUE "blue" TRUE "brown"
"DIABRO_009958" TRUE "pink" TRUE "purple"
"DIABRO_009959" TRUE "pink" TRUE "turquoise"
"DIABRO_009960" TRUE "pink" TRUE "turquoise"
"DIABRO_009961" TRUE "violet" TRUE "blue"
"DIABRO_009962" TRUE "lightcyan" TRUE "brown"
"DIABRO_009964" TRUE "blue" TRUE "turquoise"
"DIABRO_009965" TRUE "pink" TRUE "red"
"DIABRO_009966" TRUE "cyan" TRUE "greenyellow"
"DIABRO_009967" TRUE "grey" TRUE "grey"
"DIABRO_009968" TRUE "red" TRUE "purple"
"DIABRO_009969" TRUE "blue" TRUE "green"
"DIABRO_009970" TRUE "turquoise" TRUE "green"
"DIABRO_009971" TRUE "darkolivegreen" TRUE "blue"
"DIABRO_009972" TRUE "blue" TRUE "midnightblue"
"DIABRO_009973" TRUE "red" TRUE "blue"
"DIABRO_009974" TRUE "green" TRUE "turquoise"
"DIABRO_009975" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_009977" TRUE "pink" TRUE "purple"
"DIABRO_009978" TRUE "tan" TRUE "brown"
"DIABRO_009979" TRUE "yellow" TRUE "red"
"DIABRO_009980" TRUE "grey" TRUE "grey"
"DIABRO_009983" TRUE "lightyellow" TRUE "brown"
"DIABRO_009984" TRUE "greenyellow" TRUE "black"
"DIABRO_009985" TRUE "red" TRUE "turquoise"
"DIABRO_009986" TRUE "saddlebrown" TRUE "brown"
"DIABRO_009987" TRUE "brown" TRUE "magenta"
"DIABRO_009988" TRUE "grey" TRUE "grey"
"DIABRO_009990" TRUE "green" TRUE "turquoise"
"DIABRO_009991" TRUE "sienna3" TRUE "yellow"
"DIABRO_009992" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_009993" TRUE "blue" TRUE "pink"
"DIABRO_009994" TRUE "brown" TRUE "brown"
"DIABRO_009995" TRUE "salmon" TRUE "turquoise"
"DIABRO_009996" TRUE "greenyellow" TRUE "brown"
"DIABRO_009997" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_009998" TRUE "purple" TRUE "pink"
"DIABRO_009999" TRUE "blue" TRUE "purple"
"DIABRO_010000" TRUE "magenta" TRUE "turquoise"
"DIABRO_010001" TRUE "yellow" TRUE "magenta"
"DIABRO_010002" TRUE "yellow" TRUE "magenta"
"DIABRO_010003" TRUE "pink" TRUE "purple"
"DIABRO_010004" TRUE "purple" TRUE "black"
"DIABRO_010005" TRUE "brown" TRUE "white"
"DIABRO_010006" TRUE "royalblue" TRUE "yellow"
"DIABRO_010007" TRUE "turquoise" TRUE "blue"
"DIABRO_010008" TRUE "violet" TRUE "turquoise"
"DIABRO_010009" TRUE "brown" TRUE "greenyellow"
"DIABRO_010011" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_010012" TRUE "steelblue" TRUE "blue"
"DIABRO_010014" TRUE "yellow" TRUE "lightgreen"
"DIABRO_010015" TRUE "yellow" TRUE "turquoise"
"DIABRO_010016" TRUE "cyan" TRUE "green"
"DIABRO_010019" TRUE "pink" TRUE "blue"
"DIABRO_010020" TRUE "yellow" TRUE "red"
"DIABRO_010021" TRUE "salmon" TRUE "green"
"DIABRO_010022" TRUE "purple" TRUE "turquoise"
"DIABRO_010023" TRUE "lightgreen" TRUE "brown"
"DIABRO_010024" TRUE "brown" TRUE "darkred"
"DIABRO_010026" TRUE "royalblue" TRUE "turquoise"
"DIABRO_010028" TRUE "black" TRUE "grey60"
"DIABRO_010029" TRUE "greenyellow" TRUE "brown"
"DIABRO_010033" TRUE "green" TRUE "turquoise"
"DIABRO_010034" TRUE "red" TRUE "turquoise"
"DIABRO_010035" TRUE "turquoise" TRUE "magenta"
"DIABRO_010036" TRUE "black" TRUE "red"
"DIABRO_010037" TRUE "green" TRUE "turquoise"
"DIABRO_010038" TRUE "royalblue" TRUE "pink"
"DIABRO_010039" TRUE "grey60" TRUE "brown"
"DIABRO_010041" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_010042" TRUE "turquoise" TRUE "blue"
"DIABRO_010043" TRUE "greenyellow" TRUE "purple"
"DIABRO_010044" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_010045" TRUE "blue" TRUE "pink"
"DIABRO_010046" TRUE "lightgreen" TRUE "brown"
"DIABRO_010047" TRUE "tan" TRUE "red"
"DIABRO_010048" TRUE "magenta" TRUE "brown"
"DIABRO_010049" TRUE "sienna3" TRUE "blue"
"DIABRO_010050" TRUE "darkorange" TRUE "brown"
"DIABRO_010052" TRUE "black" TRUE "blue"
"DIABRO_010053" TRUE "green" TRUE "turquoise"
"DIABRO_010054" TRUE "skyblue3" TRUE "yellow"
"DIABRO_010056" TRUE "grey" TRUE "grey"
"DIABRO_010057" TRUE "tan" TRUE "brown"
"DIABRO_010058" TRUE "skyblue" TRUE "turquoise"
"DIABRO_010059" TRUE "brown" TRUE "lightcyan"
"DIABRO_010061" TRUE "green" TRUE "turquoise"
"DIABRO_010062" TRUE "royalblue" TRUE "pink"
"DIABRO_010064" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_010065" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_010066" TRUE "darkmagenta" TRUE "yellow"
"DIABRO_010067" TRUE "darkred" TRUE "blue"
"DIABRO_010069" TRUE "tan" TRUE "blue"
"DIABRO_010070" TRUE "brown" TRUE "blue"
"DIABRO_010071" TRUE "darkolivegreen" TRUE "turquoise"
"DIABRO_010073" TRUE "darkgrey" TRUE "black"
"DIABRO_010074" TRUE "orangered4" TRUE "turquoise"
"DIABRO_010075" TRUE "darkgrey" TRUE "magenta"
"DIABRO_010076" TRUE "red" TRUE "magenta"
"DIABRO_010077" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_010078" TRUE "turquoise" TRUE "turquoise"
"DIABRO_010079" TRUE "blue" TRUE "green"
"DIABRO_010080" TRUE "grey" TRUE "grey"
"DIABRO_010082" TRUE "brown" TRUE "darkgrey"
"DIABRO_010083" TRUE "red" TRUE "red"
"DIABRO_010084" TRUE "greenyellow" TRUE "pink"
"DIABRO_010085" TRUE "cyan" TRUE "turquoise"
"DIABRO_010087" TRUE "green" TRUE "turquoise"
"DIABRO_010088" TRUE "tan" TRUE "black"
"DIABRO_010089" TRUE "black" TRUE "brown"
"DIABRO_010090" TRUE "green" TRUE "turquoise"
"DIABRO_010094" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010095" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010096" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010097" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010099" TRUE "purple" TRUE "salmon"
"DIABRO_010100" TRUE "yellow" TRUE "black"
"DIABRO_010101" TRUE "plum1" TRUE "yellow"
"DIABRO_010102" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_010103" TRUE "green" TRUE "turquoise"
"DIABRO_010104" TRUE "green" TRUE "turquoise"
"DIABRO_010105" TRUE "green" TRUE "turquoise"
"DIABRO_010106" TRUE "paleturquoise" TRUE "turquoise"
"DIABRO_010107" TRUE "yellow" TRUE "lightcyan"
"DIABRO_010108" TRUE "plum1" TRUE "green"
"DIABRO_010109" TRUE "turquoise" TRUE "turquoise"
"DIABRO_010110" TRUE "darkturquoise" TRUE "brown"
"DIABRO_010111" TRUE "green" TRUE "turquoise"
"DIABRO_010112" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010113" TRUE "purple" TRUE "yellow"
"DIABRO_010114" TRUE "tan" TRUE "pink"
"DIABRO_010116" TRUE "green" TRUE "turquoise"
"DIABRO_010117" TRUE "brown" TRUE "brown"
"DIABRO_010118" TRUE "pink" TRUE "turquoise"
"DIABRO_010119" TRUE "magenta" TRUE "turquoise"
"DIABRO_010120" TRUE "mediumpurple3" TRUE "blue"
"DIABRO_010121" TRUE "midnightblue" TRUE "blue"
"DIABRO_010123" TRUE "yellow" TRUE "blue"
"DIABRO_010124" TRUE "green" TRUE "turquoise"
"DIABRO_010126" TRUE "turquoise" TRUE "blue"
"DIABRO_010127" TRUE "darkorange" TRUE "turquoise"
"DIABRO_010128" TRUE "yellow" TRUE "pink"
"DIABRO_010130" TRUE "darkorange" TRUE "blue"
"DIABRO_010131" TRUE "plum1" TRUE "turquoise"
"DIABRO_010132" TRUE "grey" TRUE "grey"
"DIABRO_010133" TRUE "yellow" TRUE "salmon"
"DIABRO_010134" TRUE "lightcyan" TRUE "red"
"DIABRO_010135" TRUE "grey60" TRUE "turquoise"
"DIABRO_010136" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_010137" TRUE "brown" TRUE "darkorange"
"DIABRO_010138" TRUE "lightsteelblue1" TRUE "turquoise"
"DIABRO_010139" TRUE "royalblue" TRUE "red"
"DIABRO_010140" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_010141" TRUE "blue" TRUE "tan"
"DIABRO_010145" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_010147" TRUE "yellow" TRUE "lightgreen"
"DIABRO_010148" TRUE "magenta" TRUE "blue"
"DIABRO_010149" TRUE "darkgrey" TRUE "brown"
"DIABRO_010150" TRUE "midnightblue" TRUE "green"
"DIABRO_010151" TRUE "magenta" TRUE "blue"
"DIABRO_010155" TRUE "sienna3" TRUE "turquoise"
"DIABRO_010156" TRUE "pink" TRUE "yellow"
"DIABRO_010157" TRUE "midnightblue" TRUE "green"
"DIABRO_010160" TRUE "cyan" TRUE "turquoise"
"DIABRO_010161" TRUE "blue" TRUE "turquoise"
"DIABRO_010163" TRUE "cyan" TRUE "turquoise"
"DIABRO_010164" TRUE "darkmagenta" TRUE "blue"
"DIABRO_010165" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_010166" TRUE "turquoise" TRUE "lightcyan"
"DIABRO_010167" TRUE "brown" TRUE "saddlebrown"
"DIABRO_010171" TRUE "lightcyan" TRUE "tan"
"DIABRO_010172" TRUE "salmon" TRUE "midnightblue"
"DIABRO_010173" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_010174" TRUE "grey60" TRUE "turquoise"
"DIABRO_010175" TRUE "grey60" TRUE "turquoise"
"DIABRO_010176" TRUE "yellow" TRUE "turquoise"
"DIABRO_010177" TRUE "yellow" TRUE "greenyellow"
"DIABRO_010178" TRUE "magenta" TRUE "black"
"DIABRO_010180" TRUE "blue" TRUE "black"
"DIABRO_010181" TRUE "tan" TRUE "turquoise"
"DIABRO_010182" TRUE "brown" TRUE "tan"
"DIABRO_010183" TRUE "pink" TRUE "blue"
"DIABRO_010184" TRUE "lightcyan" TRUE "turquoise"
"DIABRO_010185" TRUE "salmon" TRUE "brown"
"DIABRO_010187" TRUE "darkturquoise" TRUE "blue"
"DIABRO_010189" TRUE "white" TRUE "blue"
"DIABRO_010190" TRUE "darkgrey" TRUE "pink"
"DIABRO_010191" TRUE "black" TRUE "greenyellow"
"DIABRO_010192" TRUE "turquoise" TRUE "turquoise"
"DIABRO_010193" TRUE "darkgrey" TRUE "green"
"DIABRO_010194" TRUE "pink" TRUE "black"
"DIABRO_010195" TRUE "brown" TRUE "green"
"DIABRO_010198" TRUE "turquoise" TRUE "pink"
"DIABRO_010199" TRUE "magenta" TRUE "green"
"DIABRO_010200" TRUE "midnightblue" TRUE "blue"
"DIABRO_010201" TRUE "green" TRUE "turquoise"
"DIABRO_010202" TRUE "pink" TRUE "salmon"
"DIABRO_010204" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_010205" TRUE "saddlebrown" TRUE "brown"
"DIABRO_010209" TRUE "green" TRUE "turquoise"
"DIABRO_010210" TRUE "grey" TRUE "grey"
"DIABRO_010211" TRUE "magenta" TRUE "blue"
"DIABRO_010212" TRUE "red" TRUE "blue"
"DIABRO_010213" TRUE "violet" TRUE "turquoise"
"DIABRO_010214" TRUE "lightgreen" TRUE "turquoise"
"DIABRO_010215" TRUE "greenyellow" TRUE "turquoise"
"DIABRO_010216" TRUE "darkgreen" TRUE "turquoise"
"DIABRO_010217" TRUE "midnightblue" TRUE "turquoise"
"DIABRO_010218" TRUE "turquoise" TRUE "blue"
"DIABRO_010220" TRUE "turquoise" TRUE "turquoise"
"DIABRO_010221" TRUE "white" TRUE "yellow"
"DIABRO_010222" TRUE "blue" TRUE "blue"
"DIABRO_010224" TRUE "yellowgreen" TRUE "turquoise"
"DIABRO_010226" TRUE "brown" TRUE "red"
"DIABRO_010227" TRUE "turquoise" TRUE "turquoise"
"DIABRO_010228" TRUE "lightyellow" TRUE "yellow"
"DIABRO_010229" TRUE "purple" TRUE "yellow"
"DIABRO_010230" TRUE "pink" TRUE "blue"
"DIABRO_010231" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_010232" TRUE "orangered4" TRUE "blue"
"DIABRO_010233" TRUE "darkgrey" TRUE "brown"
"DIABRO_010235" TRUE "yellow" TRUE "red"
"DIABRO_010236" TRUE "yellowgreen" TRUE "blue"
"DIABRO_010237" TRUE "blue" TRUE "yellow"
"DIABRO_010238" TRUE "grey" TRUE "grey"
"DIABRO_010239" TRUE "grey" TRUE "turquoise"
"DIABRO_010240" TRUE "cyan" TRUE "brown"
"DIABRO_010241" TRUE "blue" TRUE "lightgreen"
"DIABRO_010242" TRUE "yellow" TRUE "blue"
"DIABRO_010243" TRUE "yellow" TRUE "blue"
"DIABRO_010244" TRUE "darkgreen" TRUE "red"
"DIABRO_010245" TRUE "tan" TRUE "turquoise"
"DIABRO_010246" TRUE "turquoise" TRUE "blue"
"DIABRO_010247" TRUE "black" TRUE "turquoise"
"DIABRO_010248" TRUE "brown" TRUE "darkred"
"DIABRO_010250" TRUE "pink" TRUE "brown"
"DIABRO_010251" TRUE "yellow" TRUE "blue"
"DIABRO_010252" TRUE "blue" TRUE "green"
"DIABRO_010253" TRUE "salmon" TRUE "turquoise"
"DIABRO_010254" TRUE "red" TRUE "green"
"DIABRO_010255" TRUE "brown" TRUE "lightcyan"
"DIABRO_010256" TRUE "blue" TRUE "greenyellow"
"DIABRO_010257" TRUE "yellow" TRUE "brown"
"DIABRO_010258" TRUE "black" TRUE "pink"
"DIABRO_010259" TRUE "red" TRUE "blue"
"DIABRO_010260" TRUE "pink" TRUE "cyan"
"DIABRO_010261" TRUE "brown" TRUE "black"
"DIABRO_010262" TRUE "blue" TRUE "midnightblue"
"DIABRO_010263" TRUE "salmon" TRUE "yellow"
"DIABRO_010264" TRUE "black" TRUE "lightcyan"
"DIABRO_010265" TRUE "magenta" TRUE "blue"
"DIABRO_010266" TRUE "yellow" TRUE "turquoise"
"DIABRO_010267" TRUE "darkorange" TRUE "blue"
"DIABRO_010268" TRUE "yellow" TRUE "blue"
"DIABRO_010270" TRUE "darkgrey" TRUE "green"
"DIABRO_010271" TRUE "darkturquoise" TRUE "yellow"
"DIABRO_010272" TRUE "skyblue" TRUE "blue"
"DIABRO_010274" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010275" TRUE "brown" TRUE "cyan"
"DIABRO_010276" TRUE "yellow" TRUE "grey60"
"DIABRO_010277" TRUE "tan" TRUE "turquoise"
"DIABRO_010278" TRUE "darkolivegreen" TRUE "brown"
"DIABRO_010280" TRUE "salmon" TRUE "blue"
"DIABRO_010281" TRUE "darkred" TRUE "magenta"
"DIABRO_010282" TRUE "skyblue3" TRUE "brown"
"DIABRO_010284" TRUE "royalblue" TRUE "purple"
"DIABRO_010285" TRUE "lightcyan" TRUE "red"
"DIABRO_010286" TRUE "darkred" TRUE "blue"
"DIABRO_010287" TRUE "steelblue" TRUE "turquoise"
"DIABRO_010288" TRUE "yellow" TRUE "red"
"DIABRO_010289" TRUE "grey60" TRUE "blue"
"DIABRO_010290" TRUE "turquoise" TRUE "blue"
"DIABRO_010291" TRUE "turquoise" TRUE "blue"
"DIABRO_010292" TRUE "lightcyan" TRUE "black"
"DIABRO_010293" TRUE "green" TRUE "turquoise"
"DIABRO_010294" TRUE "green" TRUE "turquoise"
"DIABRO_010295" TRUE "turquoise" TRUE "lightcyan"
"DIABRO_010296" TRUE "red" TRUE "blue"
"DIABRO_010297" TRUE "white" TRUE "green"
"DIABRO_010298" TRUE "cyan" TRUE "magenta"
"DIABRO_010299" TRUE "turquoise" TRUE "black"
"DIABRO_010300" TRUE "black" TRUE "greenyellow"
"DIABRO_010301" TRUE "green" TRUE "turquoise"
"DIABRO_010302" TRUE "magenta" TRUE "brown"
"DIABRO_010304" TRUE "tan" TRUE "red"
"DIABRO_010305" TRUE "white" TRUE "turquoise"
"DIABRO_010306" TRUE "yellow" TRUE "magenta"
"DIABRO_010307" TRUE "salmon" TRUE "greenyellow"
"DIABRO_010309" TRUE "turquoise" TRUE "tan"
"DIABRO_010310" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010311" TRUE "blue" TRUE "lightyellow"
"DIABRO_010312" TRUE "turquoise" TRUE "black"
"DIABRO_010313" TRUE "yellow" TRUE "brown"
"DIABRO_010314" TRUE "turquoise" TRUE "yellow"
"DIABRO_010315" TRUE "yellow" TRUE "midnightblue"
"DIABRO_010316" TRUE "turquoise" TRUE "salmon"
"DIABRO_010317" TRUE "green" TRUE "turquoise"
"DIABRO_010320" TRUE "blue" TRUE "tan"
"DIABRO_010321" TRUE "turquoise" TRUE "pink"
"DIABRO_010323" TRUE "midnightblue" TRUE "yellow"
"DIABRO_010325" TRUE "brown" TRUE "lightyellow"
"DIABRO_010327" TRUE "steelblue" TRUE "green"
"DIABRO_010330" TRUE "blue" TRUE "lightyellow"
"DIABRO_010331" TRUE "pink" TRUE "red"
"DIABRO_010332" TRUE "pink" TRUE "magenta"
"DIABRO_010334" TRUE "darkturquoise" TRUE "yellow"
"DIABRO_010335" TRUE "midnightblue" TRUE "magenta"
"DIABRO_010336" TRUE "grey" TRUE "turquoise"
"DIABRO_010337" TRUE "turquoise" TRUE "blue"
"DIABRO_010338" TRUE "yellow" TRUE "brown"
"DIABRO_010339" TRUE "lightyellow" TRUE "turquoise"
"DIABRO_010340" TRUE "red" TRUE "turquoise"
"DIABRO_010341" TRUE "turquoise" TRUE "blue"
"DIABRO_010342" TRUE "brown" TRUE "brown"
"DIABRO_010345" TRUE "royalblue" TRUE "red"
"DIABRO_010346" TRUE "tan" TRUE "turquoise"
"DIABRO_010347" TRUE "pink" TRUE "lightcyan"
"DIABRO_010348" TRUE "purple" TRUE "turquoise"
"DIABRO_010349" TRUE "yellow" TRUE "brown"
"DIABRO_010350" TRUE "salmon" TRUE "green"
"DIABRO_010351" TRUE "orange" TRUE "red"
"DIABRO_010353" TRUE "turquoise" TRUE "red"
"DIABRO_010354" TRUE "blue" TRUE "cyan"
"DIABRO_010355" TRUE "lightgreen" TRUE "red"
"DIABRO_010356" TRUE "red" TRUE "turquoise"
"DIABRO_010357" TRUE "darkturquoise" TRUE "turquoise"
"DIABRO_010358" TRUE "orangered4" TRUE "turquoise"
"DIABRO_010359" TRUE "tan" TRUE "yellow"
"DIABRO_010360" TRUE "darkgrey" TRUE "green"
"DIABRO_010361" TRUE "blue" TRUE "darkred"
"DIABRO_010362" TRUE "green" TRUE "turquoise"
"DIABRO_010363" TRUE "royalblue" TRUE "turquoise"
